Signal,Date,Close Price,Shares Bought,Profit/Loss,Investment,Remaining Cash,Hold,Total Cash,SMA1,SMA2,Percentage Difference,Highest Average Percentage,Lowest Average Percentage,Charge,Charge Value,% Diff,High Avg %,Low Avg %
Buy Hold,2024-01-11 12:30:00-05:00,169.3600006,584,233.0706787,98906.24036,114.6771851,Buy Hold,98996.6586,12,17,0.236204714,0.415911286,0.962810701,,,0.236204714,0.415911286,0.962810701
Buy Hold,2024-01-11 13:30:00-05:00,169.9700012,584,356.2403564,99262.48071,114.6771851,Buy Hold,99352.89896,12,17,0.360179858,0.415911286,0.962810701,,,0.360179858,0.415911286,0.962810701
Buy Hold,2024-01-11 14:30:00-05:00,170.0500031,584,46.72106934,99309.20178,114.6771851,Buy Hold,99399.62003,12,17,0.047068206,0.415911286,0.962810701,,,0.047068206,0.415911286,0.962810701
Buy Hold,2024-01-11 15:30:00-05:00,170.3000031,584,146,99455.20178,114.6771851,Buy Hold,99545.62003,12,17,0.147015581,0.415911286,0.962810701,,,0.147015581,0.415911286,0.962810701
Buy Hold,2024-01-12 09:30:00-05:00,171.951004,292,49245.50861,50209.69318,50324.37036,Buy Hold,100534.0635,12,17,0.969466205,0.415911286,0.962810701,,,-49.5152669,0.415911286,0.962810701
Sell,2024-01-12 09:30:00-05:00,171.951004,0,0,0,100182.5957,Sell Hold,100534.0635,12,17,,0.415911286,0.962810701,351.4678522,0.7,,0.415911286,0.962810701
Short Sell,2024-01-12 09:30:00-05:00,171.951004,578,0,99387.68033,157.9396973,Sell Hold,99545.62003,12,17,0,0.415911286,0.962810701,,,0,0.415911286,0.962810701
Short Sell,2024-01-12 10:30:00-05:00,170.8999939,582,76.11611938,99463.79645,81.82357788,Sell Hold,99621.73615,12,17,0.076585065,0.415911286,0.962810701,,,0.076585065,0.415911286,0.962810701
Short Sell,2024-01-12 11:30:00-05:00,169.5599976,587,67.92211914,99531.71857,90.01757813,Sell Hold,99689.65826,12,17,0.068288283,0.415911286,0.962810701,,,0.068288283,0.415911286,0.962810701
Buy,2024-01-12 12:30:00-05:00,170.0399933,586,0,99643.43607,46.22219849,Buy,99801.37576,12,17,,0.415911286,0.962810701,597.8606164,0.6,,0.415911286,0.962810701
Buy Hold,2024-01-12 12:30:00-05:00,170.0399933,586,0,99643.43607,46.22219849,Buy Hold,99801.37576,12,17,0,0.415911286,0.962810701,,,0,0.415911286,0.962810701
Buy Hold,2024-01-12 13:30:00-05:00,170.75,293,49613.68607,50029.75,50075.9722,Buy Hold,100105.7222,12,17,0.417552777,0.415911286,0.962810701,,,-49.79122361,0.415911286,0.962810701
Buy Hold,2024-01-12 14:30:00-05:00,169.7599945,293,-290.0716095,49739.67839,46.22219849,Buy Hold,99815.65059,12,17,98.84040352,0.415911286,0.962810701,,,-0.579798239,0.415911286,0.962810701
Buy Hold,2024-01-12 15:30:00-05:00,169.0599976,293,-205.0991058,49534.57928,46.22219849,Buy Hold,99610.55148,12,17,99.17530988,0.415911286,0.962810701,,,-0.412345058,0.415911286,0.962810701
Buy Hold,2024-01-16 09:30:00-05:00,167.0200043,293,-597.7180328,48936.86125,46.22219849,Buy Hold,99012.83345,12,17,97.58666353,0.415911286,0.962810701,,,-1.206668234,0.415911286,0.962810701
Sell,2024-01-16 09:30:00-05:00,167.0200043,0,0,0,98670.27542,Sell Hold,99012.83345,12,17,,0.415911286,0.962810701,342.5580288,0.7,,0.415911286,0.962810701
Short Sell,2024-01-16 09:30:00-05:00,167.0200043,594,0,99209.88254,17.21572876,Sell Hold,99227.09827,12,17,0,0.415911286,0.962810701,,,0,0.415911286,0.962810701
Short Sell,2024-01-16 10:30:00-05:00,166.7200012,595,-11.48181152,99198.40073,28.69754028,Sell Hold,99215.61646,12,17,-0.011573254,0.415911286,0.962810701,,,-0.011573254,0.415911286,0.962810701
Short Sell,2024-01-16 11:30:00-05:00,166.6399994,595,-47.60108948,99150.79964,64.81681824,Sell Hold,99168.01537,12,17,-0.047985743,0.415911286,0.962810701,,,-0.047985743,0.415911286,0.962810701
Buy,2024-01-16 12:30:00-05:00,166.9649963,593,0,99010.24283,157.7725372,Buy,99027.45856,12,17,,0.415911286,0.962810701,594.061457,0.6,,0.415911286,0.962810701
Buy Hold,2024-01-16 12:30:00-05:00,166.9649963,593,0,99010.24283,157.7725372,Buy Hold,99027.45856,12,17,0,0.415911286,0.962810701,,,0,0.415911286,0.962810701
Buy Hold,2024-01-16 13:30:00-05:00,166.9799957,593,8.894638062,99019.13747,157.7725372,Buy Hold,99036.3532,12,17,0.008983553,0.415911286,0.962810701,,,0.008983553,0.415911286,0.962810701
Buy Hold,2024-01-16 14:30:00-05:00,167.4600067,593,284.6465149,99303.78398,157.7725372,Buy Hold,99320.99971,12,17,0.287466163,0.415911286,0.962810701,,,0.287466163,0.415911286,0.962810701
Buy Hold,2024-01-16 15:30:00-05:00,167.9400024,593,284.6374664,99588.42145,157.7725372,Buy Hold,99605.63718,12,17,0.286633052,0.415911286,0.962810701,,,0.286633052,0.415911286,0.962810701
Buy Hold,2024-01-17 09:30:00-05:00,167.9649963,593,14.82138062,99603.24283,157.7725372,Buy Hold,99620.45856,12,17,0.014882634,0.415911286,0.962810701,,,0.014882634,0.415911286,0.962810701
