Signal,Start Close Price,Start Date,End Close Price,End Date,Start Investment,End Investment,Profit/Loss,Highest Investment,Lowest Investment,Highest Percentage,Lowest Percentage
Short Sell - Buy,477.989990234375,2024-01-10 09:30:00-05:00,596.969970703125,2024-03-05 12:30:00-05:00,97031.96801757812,106311.5108642578,-9279.542846679673,112717.86181640624,95932.13269042967,0.0,1.1334772958013262
Buy - Sell,596.969970703125,2024-03-05 12:30:00-05:00,604.469970703125,2024-03-07 11:30:00-05:00,106260.65478515624,107595.65478515624,1335.0,107629.46435546876,105513.0634765625,1.2881621829642076,0.0
Short Sell - Buy,473.7349853515625,2024-01-10 10:30:00-05:00,603.489990234375,2024-03-11 12:30:00-04:00,96641.93701171876,103410.53833007812,-6768.60131835936,112717.86181640624,95932.13269042967,0.0,0.7344682269799921
Buy - Sell,603.489990234375,2024-03-11 12:30:00-04:00,613.510009765625,2024-03-12 13:30:00-04:00,103196.78833007812,104910.21166992188,1713.42333984375,103963.72082519533,102733.38500976562,0.7431747707730445,0.0
Short Sell - Buy,474.7850036621094,2024-01-10 11:30:00-05:00,608.3699951171875,2024-03-14 14:30:00-04:00,96381.3557434082,104787.10711669922,-8405.751373291016,112717.86181640624,95932.13269042967,0.0,0.46608916165744413
Buy - Sell,608.3699951171875,2024-03-14 14:30:00-04:00,610.4138793945312,2024-03-15 10:30:00-04:00,104639.63916015624,104991.18725585938,351.54809570313955,105625.19580078124,104639.63916015624,0.9418578356492189,0.0
Short Sell - Buy,493.1199951171875,2024-01-11 14:30:00-05:00,608.7999877929688,2024-03-15 11:30:00-04:00,98623.9990234375,105601.6011352539,-6977.602111816406,112717.86181640624,98924.16073608398,0.0,-0.30434956564188037
Buy - Sell,608.7999877929688,2024-03-15 11:30:00-04:00,609.7349853515625,2024-03-15 12:30:00-04:00,105931.19787597656,106093.88745117188,162.6895751953125,105931.19787597656,105931.19787597656,0.0,0.0
Short Sell - Buy,492.1600036621094,2024-01-11 15:30:00-05:00,606.1799926757812,2024-03-15 14:30:00-04:00,98924.16073608398,105732.83532714844,-6808.674591064453,112717.86181640624,99220.63696289062,0.0,-0.29970052270405234
Buy - Sell,606.1799926757812,2024-03-15 14:30:00-04:00,622.489990234375,2024-03-18 09:30:00-04:00,105475.31872558594,108313.25830078124,2837.939575195298,105475.31872558594,105421.37915039062,0.0,0.0
Short Sell - Buy,493.635009765625,2024-01-12 09:30:00-05:00,621.0549926757812,2024-03-20 11:30:00-04:00,99220.63696289062,106300.4425048828,-7079.805541992173,112717.86181640624,99245.123046875,0.0,-0.02467841845596396
Buy - Sell,621.0549926757812,2024-03-20 11:30:00-04:00,628.9801025390625,2024-03-20 14:30:00-04:00,106200.4037475586,107555.59753417967,1355.1937866210792,106645.85540771484,106200.4037475586,0.41944441305053926,0.0
Short Sell - Buy,496.510009765625,2024-01-12 10:30:00-05:00,627.2000122070312,2024-03-22 14:30:00-04:00,99302.001953125,104521.96081542967,-5219.958862304673,112717.86181640624,99245.123046875,0.0,0.05727871053078003
Buy - Sell,627.2000122070312,2024-03-22 14:30:00-04:00,628.1400146484375,2024-03-25 13:30:00-04:00,104115.2020263672,104271.24243164062,156.04040527342295,104532.6944580078,104115.2020263672,0.4009908481326923,0.0
Short Sell - Buy,495.5499877929688,2024-01-12 11:30:00-05:00,618.739990234375,2024-03-27 10:30:00-04:00,99605.54754638672,102519.48303222656,-2913.9354858398438,112717.86181640624,99245.123046875,0.0,0.3618518329452158
Buy - Sell,618.739990234375,2024-03-27 10:30:00-04:00,607.77001953125,2024-04-02 09:30:00-04:00,102710.83837890624,100889.8232421875,-1821.0151367187354,102710.83837890624,100124.5555419922,0.0,0.0
Short Sell - Buy,494.5306091308594,2024-01-12 12:30:00-05:00,633.655029296875,2024-04-08 09:30:00-04:00,99895.1830444336,96034.48852539062,3860.6945190429688,112717.86181640624,95681.90942382812,0.0,4.217694479554029
Buy - Sell,633.655029296875,2024-04-08 09:30:00-04:00,630.1400146484375,2024-04-08 12:30:00-04:00,95681.90942382812,95151.14221191406,-530.7672119140625,95681.90942382812,95222.10778808594,0.0,0.0
Short Sell - Buy,494.05999755859375,2024-01-12 13:30:00-05:00,618.7750244140625,2024-04-09 10:30:00-04:00,99800.11950683594,95044.3676147461,4755.751892089844,112717.86181640624,94672.57873535156,0.0,5.137810251953814
Buy - Sell,618.7750244140625,2024-04-09 10:30:00-04:00,630.8350219726562,2024-04-11 13:30:00-04:00,94672.57873535156,96517.7583618164,1845.1796264648438,95924.1176147461,94061.34448242188,1.3219655533975603,0.0
Short Sell - Buy,492.0416870117188,2024-01-12 14:30:00-05:00,608.39501953125,2024-04-15 12:30:00-04:00,99884.4624633789,94303.07775878906,5581.384704589844,112717.86181640624,94061.34448242188,0.0,5.829853650253149
Buy - Sell,608.39501953125,2024-04-15 12:30:00-04:00,610.3499755859375,2024-04-17 11:30:00-04:00,94301.22802734376,94604.24621582033,303.0181884765625,96157.34924316406,93759.02130126952,1.9682895489781886,0.0
Short Sell - Buy,492.0799865722656,2024-01-12 15:30:00-05:00,617.3200073242188,2024-04-18 10:30:00-04:00,99892.23727416992,95980.5615234375,3911.675750732422,112717.86181640624,93759.02130126952,0.0,6.139832423681564
Buy - Sell,617.3200073242188,2024-04-18 10:30:00-04:00,576.5900268554688,2024-04-23 12:30:00-04:00,96301.92114257812,89948.04418945312,-6353.876953125,96301.92114257812,84862.4384765625,0.0,0.0
Short Sell - Buy,488.9500122070313,2024-01-16 09:30:00-05:00,557.3499755859375,2024-04-25 09:30:00-04:00,99745.80249023438,89371.09606933594,10374.706420898438,112717.86181640624,84862.4384765625,0.0,14.921293570352528
Buy - Sell,557.3499755859375,2024-04-25 09:30:00-04:00,557.3900146484375,2024-04-26 11:30:00-04:00,89175.99609375,89182.40234375,6.40625,90619.19921875,88825.595703125,1.6183762315172485,0.0
Short Sell - Buy,484.2250061035156,2024-01-16 10:30:00-05:00,557.5499877929688,2024-04-29 11:30:00-04:00,99750.35125732422,87532.21459960938,12218.136657714844,112717.86181640624,84862.4384765625,0.0,14.925173288217936
Buy - Sell,557.5499877929688,2024-04-29 11:30:00-04:00,561.72998046875,2024-05-02 11:30:00-04:00,87535.3480834961,88191.60693359375,656.2588500976562,88155.5,85932.3842163086,0.7084588455767272,0.0
Short Sell - Buy,481.9299926757813,2024-01-16 11:30:00-05:00,609.5999755859375,2024-05-10 10:30:00-04:00,99759.50848388672,96178.21533203124,3581.2931518554833,112717.86181640624,84862.4384765625,0.0,14.932982563492093
Buy - Sell,609.5999755859375,2024-05-10 10:30:00-04:00,610.6199951171875,2024-05-10 14:30:00-04:00,96316.79614257812,96477.95922851562,161.1630859375,96316.79614257812,96177.74572753906,0.0,0.0
Short Sell - Buy,482.1099853515625,2024-01-16 12:30:00-05:00,610.5700073242188,2024-05-10 15:30:00-04:00,99796.76696777344,96477.95922851562,3318.8077392578125,112717.86181640624,84862.4384765625,0.0,14.964741789715049
Buy - Sell,610.5700073242188,2024-05-10 15:30:00-04:00,616.5499877929688,2024-05-13 15:30:00-04:00,96470.06115722656,97414.89807128906,944.8369140625,97547.62231445312,96334.97424316406,1.1169902291969704,0.0
Short Sell - Buy,484.8500061035156,2024-01-18 14:30:00-05:00,611.77001953125,2024-05-15 13:30:00-04:00,100848.80126953124,99577.51977539062,1271.2814941406104,112717.86181640624,84862.4384765625,0.0,15.851812408005872
Buy - Sell,611.77001953125,2024-05-15 13:30:00-04:00,610.2650146484375,2024-05-16 12:30:00-04:00,99718.51318359376,99473.19738769533,-245.3157958984375,101066.51641845705,99718.51318359376,1.3518083972847101,0.0
Short Sell - Buy,485.3800048828125,2024-01-18 15:30:00-05:00,610.9199829101562,2024-05-16 14:30:00-04:00,100959.041015625,100187.60400390624,771.4370117187646,112717.86181640624,84862.4384765625,0.0,15.943695955443255
Buy - Sell,610.9199829101562,2024-05-16 14:30:00-04:00,619.780029296875,2024-05-17 10:30:00-04:00,100190.87719726562,101643.9248046875,1453.047607421875,102170.70874023438,100184.32080078124,1.9760596956054828,0.0
Short Sell - Buy,479.5299987792969,2024-01-19 09:30:00-05:00,636.5700073242188,2024-05-23 09:30:00-04:00,101180.82974243164,102521.6015625,-1340.7718200683594,112717.86181640624,84862.4384765625,0.0,16.127947663020386
Buy - Sell,636.5700073242188,2024-05-23 09:30:00-04:00,650.739990234375,2024-05-24 12:30:00-04:00,102487.77117919922,104769.13842773438,2281.3672485351562,104725.66528320312,101835.72314453124,2.183571833258977,0.0
Short Sell - Buy,479.3949890136719,2024-01-19 10:30:00-05:00,634.364990234375,2024-05-31 09:30:00-04:00,101152.34268188477,102997.02465820312,-1844.6819763183594,112717.86181640624,84862.4384765625,0.0,16.104327169715273
Buy - Sell,634.364990234375,2024-05-31 09:30:00-04:00,631.5499877929688,2024-06-04 11:30:00-04:00,102767.12841796876,102311.09802246094,-456.03039550782705,104007.0750732422,101825.90881347656,1.2065596016562758,0.0
Short Sell - Buy,477.8999938964844,2024-01-19 11:30:00-05:00,634.6300048828125,2024-06-04 13:30:00-04:00,101314.79870605467,102222.0,-907.201293945327,112717.86181640624,84862.4384765625,0.0,16.238852013342612
Buy - Sell,634.6300048828125,2024-06-04 13:30:00-04:00,641.6099243164062,2024-06-05 11:30:00-04:00,102810.06079101562,103940.8077392578,1130.746948242173,104143.31762695312,102296.52355957033,1.296815531164447,0.0
Short Sell - Buy,479.3949890136719,2024-01-19 12:30:00-05:00,642.2000122070312,2024-06-07 14:30:00-04:00,101631.73767089844,102135.23767089844,-503.5,112717.86181640624,84862.4384765625,0.0,16.5000614755185
Buy - Sell,642.2000122070312,2024-06-07 14:30:00-04:00,647.719970703125,2024-06-11 14:30:00-04:00,102109.80194091795,102987.47534179688,877.6734008789208,102886.51849365234,101521.5,0.7606679652398187,0.0
Short Sell - Buy,481.2200012207031,2024-01-19 13:30:00-05:00,682.0999755859375,2024-06-21 11:30:00-04:00,101537.42025756836,90357.54064941406,11179.879608154297,112717.86181640624,84862.4384765625,0.0,16.42249895526861
Buy - Sell,682.0999755859375,2024-06-21 11:30:00-04:00,670.4249877929688,2024-06-24 11:30:00-04:00,90037.19677734375,88496.09838867188,-1541.098388671875,90631.19677734376,88458.48193359375,0.6597273363240513,0.0
Short Sell - Buy,481.8500061035156,2024-01-19 14:30:00-05:00,666.1500244140625,2024-06-24 12:30:00-04:00,101670.3512878418,88496.09838867188,13174.252899169922,112717.86181640624,84862.4384765625,0.0,16.53177410953754
Buy - Sell,666.1500244140625,2024-06-24 12:30:00-04:00,680.239990234375,2024-06-26 11:30:00-04:00,87931.80322265625,89791.6787109375,1859.87548828125,89498.642578125,87931.80322265625,1.7818801594472962,0.0
Average,,,,,,,,,,0.49886649444931797,3.4922635704899396
