Signal,Date,Close Price,Shares Bought,Profit/Loss,Investment,Remaining Cash,Hold,Total Cash,SMA1,SMA2,Percentage Difference,Highest Average Percentage,Lowest Average Percentage
No Signal,2024-01-05 10:30:00-05:00,475.1449890136719,0,0.0,0.0,100000.0,,100000.0,12,17,,0.4988664944493179,3.49226357048994
No Signal,2024-01-05 11:30:00-05:00,474.1099853515625,0,0.0,0.0,100000.0,,100000.0,12,17,,0.4988664944493179,3.49226357048994
No Signal,2024-01-05 12:30:00-05:00,473.8299865722656,0,0.0,0.0,100000.0,,100000.0,12,17,,0.4988664944493179,3.49226357048994
No Signal,2024-01-05 13:30:00-05:00,474.5899963378906,0,0.0,0.0,100000.0,,100000.0,12,17,,0.4988664944493179,3.49226357048994
No Signal,2024-01-05 14:30:00-05:00,472.6799926757813,0,0.0,0.0,100000.0,,100000.0,12,17,,0.4988664944493179,3.49226357048994
No Signal,2024-01-05 15:30:00-05:00,473.9400024414063,0,0.0,0.0,100000.0,,100000.0,12,17,,0.4988664944493179,3.49226357048994
No Signal,2024-01-08 09:30:00-05:00,478.2449951171875,0,0.0,0.0,100000.0,,100000.0,12,17,,0.4988664944493179,3.49226357048994
No Signal,2024-01-08 10:30:00-05:00,479.9700012207031,0,0.0,0.0,100000.0,,100000.0,12,17,,0.4988664944493179,3.49226357048994
Buy,2024-01-08 11:30:00-05:00,479.8699951171875,208,0.0,99812.958984375,187.041015625,Buy,100000.0,12,17,,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-08 11:30:00-05:00,479.8699951171875,208,0.0,99812.958984375,187.041015625,Buy Hold,100000.0,12,17,0.0,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-08 12:30:00-05:00,481.3250122070313,208,302.6435546875,100115.6025390625,187.041015625,Buy Hold,100302.6435546875,12,17,0.30321068302852006,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-08 13:30:00-05:00,482.0950012207031,208,160.15771484375,100275.76025390624,187.041015625,Buy Hold,100462.80126953124,12,17,0.15997278224565054,0.4988664944493179,3.49226357048994
Sell,2024-01-08 13:30:00-05:00,482.0950012207031,0,0.0,0.0,100462.80126953124,Sell Hold,100462.80126953124,12,17,,0.4988664944493179,3.49226357048994
Short Sell,2024-01-08 13:30:00-05:00,482.0950012207031,208,0.0,100275.76025390624,26.88330078125,Sell Hold,100302.6435546875,12,17,0.0,0.4988664944493179,3.49226357048994
Short Sell,2024-01-08 14:30:00-05:00,484.8399963378906,206,-398.7210083007813,99877.03924560548,425.6043090820313,Sell Hold,99903.92254638672,12,17,-0.397624517920541,0.4988664944493179,3.49226357048994
Short Sell,2024-01-08 15:30:00-05:00,484.9800109863281,205,-456.1369934082031,99420.90225219728,483.0202941894531,Sell Hold,99447.78555297852,12,17,-0.4566985533947662,0.4988664944493179,3.49226357048994
Short Sell,2024-01-09 09:30:00-05:00,476.1600036621094,208,-379.6214904785156,99041.28076171876,406.5047912597656,Sell Hold,99068.1640625,12,17,-0.38183267489923195,0.4988664944493179,3.49226357048994
Short Sell,2024-01-09 10:30:00-05:00,480.989990234375,205,-438.332763671875,98602.94799804688,465.216064453125,Sell Hold,98629.83129882812,12,17,-0.4425758232332079,0.4988664944493179,3.49226357048994
Short Sell,2024-01-09 11:30:00-05:00,483.3046875,204,-8.791748046875,98594.15625,35.675048828125,Sell Hold,98621.03955078124,12,17,-0.00891631358430495,0.4988664944493179,3.49226357048994
Short Sell,2024-01-09 12:30:00-05:00,483.93499755859375,203,-355.35174560546875,98238.80450439452,382.2350463867188,Sell Hold,98265.68780517578,12,17,-0.36041866893656116,0.4988664944493179,3.49226357048994
Short Sell,2024-01-09 13:30:00-05:00,482.6650085449219,203,-257.8077697753906,97980.99673461914,284.6910705566406,Sell Hold,98007.8800354004,12,17,-0.2624296692900447,0.4988664944493179,3.49226357048994
Short Sell,2024-01-09 14:30:00-05:00,481.1199951171875,203,-313.6377258300781,97667.35900878906,340.5210266113281,Sell Hold,97694.24230957033,12,17,-0.3201005667247535,0.4988664944493179,3.49226357048994
Short Sell,2024-01-09 15:30:00-05:00,482.1300048828125,202,-277.0980224609375,97390.26098632812,303.9813232421875,Sell Hold,97417.14428710938,12,17,-0.2837161005203402,0.4988664944493179,3.49226357048994
Short Sell,2024-01-10 09:30:00-05:00,477.989990234375,203,-358.29296875,97031.96801757812,385.17626953125,Sell Hold,97058.85131835938,12,17,-0.3678940431223385,0.4988664944493179,3.49226357048994
Short Sell,2024-01-10 10:30:00-05:00,473.7349853515625,204,-390.031005859375,96641.93701171876,416.914306640625,Sell Hold,96668.8203125,12,17,-0.4019613472012679,0.4988664944493179,3.49226357048994
Short Sell,2024-01-10 11:30:00-05:00,474.7850036621094,203,-260.5812683105469,96381.3557434082,287.4645690917969,Sell Hold,96408.23904418944,12,17,-0.2696358086023911,0.4988664944493179,3.49226357048994
Buy,2024-01-10 12:30:00-05:00,477.2742919921875,201,0.0,95932.13269042967,476.1063537597656,Buy,95959.01599121094,12,17,,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-10 12:30:00-05:00,477.2742919921875,201,0.0,95932.13269042967,476.1063537597656,Buy Hold,95959.01599121094,12,17,0.0,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-10 13:30:00-05:00,481.1238098144531,100,47819.75170898436,48112.38098144531,49069.61114501953,Buy Hold,97181.99212646484,12,17,0.8065629946665367,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-10 14:30:00-05:00,480.0,100,-112.3809814453125,48000.0,476.1063537597656,Buy Hold,97069.61114501953,12,17,100.53050385764072,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-10 15:30:00-05:00,478.3299865722656,100,-167.0013427734375,47832.99865722656,476.1063537597656,Buy Hold,96902.6098022461,12,17,100.30068187713626,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-11 09:30:00-05:00,490.2477111816406,100,1191.7724609375,49024.77111816406,476.1063537597656,Buy Hold,98094.3822631836,12,17,106.00797088564396,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-11 10:30:00-05:00,485.5798950195313,100,-466.7816162109302,48557.98950195313,476.1063537597656,Buy Hold,97627.60064697266,12,17,99.08621024191511,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-11 11:30:00-05:00,484.8039855957031,100,-77.59094238281978,48480.39855957031,476.1063537597656,Buy Hold,97550.00970458984,12,17,100.67882155791641,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-11 12:30:00-05:00,489.5549926757813,100,475.1007080078198,48955.49926757813,476.1063537597656,Buy Hold,98025.11041259766,12,17,102.9697701575665,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-11 13:30:00-05:00,492.1466064453125,100,259.1613769531177,49214.66064453125,476.1063537597656,Buy Hold,98284.27178955078,12,17,102.0640568995703,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-11 14:30:00-05:00,493.1199951171875,100,97.3388671875,49311.99951171875,476.1063537597656,Buy Hold,98381.61065673828,12,17,101.39754642312788,0.4988664944493179,3.49226357048994
Sell,2024-01-11 14:30:00-05:00,493.1199951171875,0,0.0,0.0,98381.61065673828,Sell Hold,98381.61065673828,12,17,,0.4988664944493179,3.49226357048994
Short Sell,2024-01-11 14:30:00-05:00,493.1199951171875,200,0.0,98623.9990234375,324.3521728515625,Sell Hold,98948.35119628906,12,17,0.0,0.4988664944493179,3.49226357048994
Short Sell,2024-01-11 15:30:00-05:00,492.1600036621094,201,300.1617126464844,98924.16073608398,24.190460205078125,Sell Hold,99248.51290893556,12,17,0.30434956564188037,0.4988664944493179,3.49226357048994
Short Sell,2024-01-12 09:30:00-05:00,493.635009765625,201,296.4762268066406,99220.63696289062,27.875946044921875,Sell Hold,99544.9891357422,12,17,0.29970052270405234,0.4988664944493179,3.49226357048994
Short Sell,2024-01-12 10:30:00-05:00,496.510009765625,200,81.364990234375,99302.001953125,242.9871826171875,Sell Hold,99626.35412597656,12,17,0.08200409987773633,0.4988664944493179,3.49226357048994
Short Sell,2024-01-12 11:30:00-05:00,495.5499877929688,201,303.54559326171875,99605.54754638672,20.80657958984375,Sell Hold,99929.89971923828,12,17,0.30567922830499017,0.4988664944493179,3.49226357048994
Short Sell,2024-01-12 12:30:00-05:00,494.5306091308594,202,289.635498046875,99895.1830444336,34.7166748046875,Sell Hold,100219.53521728516,12,17,0.29078249673994366,0.4988664944493179,3.49226357048994
Short Sell,2024-01-12 13:30:00-05:00,494.05999755859375,202,-95.06353759765624,99800.11950683594,419.4157104492188,Sell Hold,100124.4716796875,12,17,-0.09516328485565893,0.4988664944493179,3.49226357048994
Short Sell,2024-01-12 14:30:00-05:00,492.0416870117188,203,84.34295654296875,99884.4624633789,240.00921630859372,Sell Hold,100208.81463623048,12,17,0.08451187930410402,0.4988664944493179,3.49226357048994
Short Sell,2024-01-12 15:30:00-05:00,492.0799865722656,203,7.774810791015625,99892.23727416992,316.5773620605469,Sell Hold,100216.58944702148,12,17,0.007783804006420057,0.4988664944493179,3.49226357048994
Short Sell,2024-01-16 09:30:00-05:00,488.9500122070313,204,-146.43478393554688,99745.80249023438,470.7869567871094,Sell Hold,100070.15466308594,12,17,-0.14659275628558968,0.4988664944493179,3.49226357048994
Short Sell,2024-01-16 10:30:00-05:00,484.2250061035156,206,4.54876708984375,99750.35125732422,319.80340576171875,Sell Hold,100074.70343017578,12,17,0.004560359409900078,0.4988664944493179,3.49226357048994
Short Sell,2024-01-16 11:30:00-05:00,481.9299926757813,207,9.1572265625,99759.50848388672,315.1949462890625,Sell Hold,100083.86065673828,12,17,0.009180144678265107,0.4988664944493179,3.49226357048994
Short Sell,2024-01-16 12:30:00-05:00,482.1099853515625,207,37.25848388671875,99796.76696777344,287.0936889648437,Sell Hold,100121.119140625,12,17,0.03734830338777861,0.4988664944493179,3.49226357048994
Buy,2024-01-16 13:30:00-05:00,479.7200012207031,208,0.0,99781.76025390624,339.35888671875,Buy,100106.1124267578,12,17,,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-16 13:30:00-05:00,479.7200012207031,208,0.0,99781.76025390624,339.35888671875,Buy Hold,100106.1124267578,12,17,0.0,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-16 14:30:00-05:00,480.010009765625,208,60.32177734375,99842.08203125,339.35888671875,Buy Hold,100166.43420410156,12,17,0.060453711369962616,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-16 15:30:00-05:00,481.2200012207031,208,251.67822265625,100093.76025390624,339.35888671875,Buy Hold,100418.1124267578,12,17,0.25207629642324725,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-17 09:30:00-05:00,477.1400146484375,208,-848.63720703125,99245.123046875,339.35888671875,Buy Hold,99569.47521972656,12,17,-0.8478422679680643,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-17 10:30:00-05:00,480.0199890136719,104,49323.044189453125,49922.078857421875,50261.437744140625,Buy Hold,100183.5166015625,12,17,0.6035910376027558,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-17 11:30:00-05:00,479.0499877929688,104,-100.88012695311772,49821.19873046876,339.35888671875,Buy Hold,100082.63647460938,12,17,99.59584965505447,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-17 12:30:00-05:00,478.2900085449219,104,-79.03784179688228,49742.160888671875,339.35888671875,Buy Hold,100003.5986328125,12,17,99.68271401005637,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-17 13:30:00-05:00,478.739990234375,104,46.798095703125,49788.958984375,339.35888671875,Buy Hold,100050.39672851562,12,17,100.18816269686339,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-17 14:30:00-05:00,479.4200134277344,104,70.722412109375,49859.681396484375,339.35888671875,Buy Hold,100121.119140625,12,17,100.28408873594476,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-17 15:30:00-05:00,480.3200073242188,104,93.59936523438228,49953.28076171876,339.35888671875,Buy Hold,100214.71850585938,12,17,100.3754511164645,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-18 09:30:00-05:00,483.0599060058594,104,284.9494628906177,50238.230224609375,339.35888671875,Buy Hold,100499.66796875,12,17,101.14086385737049,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-18 10:30:00-05:00,483.8450012207031,104,81.64990234375,50319.880126953125,339.35888671875,Buy Hold,100581.31787109375,12,17,100.32505087053703,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-18 11:30:00-05:00,482.664794921875,104,-122.741455078125,50197.138671875,339.35888671875,Buy Hold,100458.57641601562,12,17,99.51215521671173,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-18 12:30:00-05:00,482.0,104,-69.138671875,50128.0,339.35888671875,Buy Hold,100389.43774414062,12,17,99.7245314226895,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-18 13:30:00-05:00,484.93560791015625,104,305.30322265625,50433.30322265625,339.35888671875,Buy Hold,100694.74096679688,12,17,101.21809456852957,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-18 14:30:00-05:00,484.8500061035156,104,-8.902587890625,50424.400634765625,339.35888671875,Buy Hold,100685.83837890625,12,17,99.96469559865501,0.4988664944493179,3.49226357048994
Sell,2024-01-18 14:30:00-05:00,484.8500061035156,0,0.0,0.0,100685.83837890625,Sell Hold,100685.83837890625,12,17,,0.4988664944493179,3.49226357048994
Short Sell,2024-01-18 14:30:00-05:00,484.8500061035156,208,0.0,100848.80126953124,342.1573486328125,Sell Hold,101190.95861816406,12,17,0.0,0.4988664944493179,3.49226357048994
Short Sell,2024-01-18 15:30:00-05:00,485.3800048828125,208,110.23974609375,100959.041015625,231.9176025390625,Sell Hold,101301.1983642578,12,17,0.10931190525421797,0.4988664944493179,3.49226357048994
Short Sell,2024-01-19 09:30:00-05:00,479.5299987792969,211,221.78872680664065,101180.82974243164,120.36862182617188,Sell Hold,101522.98709106444,12,17,0.21968188740255104,0.4988664944493179,3.49226357048994
Short Sell,2024-01-19 10:30:00-05:00,479.3949890136719,211,-28.487060546875,101152.34268188477,370.6444091796875,Sell Hold,101494.50003051758,12,17,-0.028154602625213045,0.4988664944493179,3.49226357048994
Short Sell,2024-01-19 11:30:00-05:00,477.8999938964844,212,162.45602416992188,101314.79870605467,179.70132446289062,Sell Hold,101656.9560546875,12,17,0.16060530074010965,0.4988664944493179,3.49226357048994
Short Sell,2024-01-19 12:30:00-05:00,479.3949890136719,212,316.93896484375,101631.73767089844,25.2183837890625,Sell Hold,101973.89501953124,12,17,0.31282593351767074,0.4988664944493179,3.49226357048994
Short Sell,2024-01-19 13:30:00-05:00,481.2200012207031,211,-94.31741333007812,101537.42025756836,436.4747619628906,Sell Hold,101879.57760620116,12,17,-0.09280311002405037,0.4988664944493179,3.49226357048994
Short Sell,2024-01-19 14:30:00-05:00,481.8500061035156,211,132.9310302734375,101670.3512878418,209.226318359375,Sell Hold,102012.5086364746,12,17,0.130918266326083,0.4988664944493179,3.49226357048994
Short Sell,2024-01-19 15:30:00-05:00,482.8900146484375,211,219.4418029785156,101889.79309082033,122.71554565429688,Sell Hold,102231.95043945312,12,17,0.21583657398533254,0.4988664944493179,3.49226357048994
Short Sell,2024-01-22 09:30:00-05:00,485.0199890136719,210,-35.59539794921875,101854.1976928711,377.7527465820313,Sell Hold,102196.3550415039,12,17,-0.03493519504697104,0.4988664944493179,3.49226357048994
Short Sell,2024-01-22 10:30:00-05:00,486.6600036621094,209,-142.25692749023438,101711.94076538086,484.4142761230469,Sell Hold,102054.09811401369,12,17,-0.13966722109892102,0.4988664944493179,3.49226357048994
Buy,2024-01-22 11:30:00-05:00,486.9299926757813,209,0.0,101768.36846923828,285.7296447753906,Buy,102110.5258178711,12,17,,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-22 11:30:00-05:00,486.9299926757813,209,0.0,101768.36846923828,285.7296447753906,Buy Hold,102110.5258178711,12,17,0.0,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-22 12:30:00-05:00,485.75,209,-246.61846923828125,101521.75,285.7296447753906,Buy Hold,101863.9073486328,12,17,-0.24233312663632522,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-22 13:30:00-05:00,487.6570129394531,209,398.5657043457031,101920.3157043457,285.7296447753906,Buy Hold,102262.47305297852,12,17,0.3925914440459341,0.4988664944493179,3.49226357048994
Buy Hold,2024-01-22 14:30:00-05:00,488.1600036621094,209,105.12506103515624,102025.44076538086,285.7296447753906,Buy Hold,102367.59811401369,12,17,0.10314436362236848,0.4988664944493179,3.49226357048994
Sell,2024-01-22 14:30:00-05:00,488.1600036621094,0,0.0,0.0,102367.59811401369,Sell Hold,102367.59811401369,12,17,,0.4988664944493179,3.49226357048994
Short Sell,2024-01-22 14:30:00-05:00,488.1600036621094,209,0.0,102025.44076538086,237.03228759765625,Sell Hold,102262.47305297852,12,17,0.0,0.4988664944493179,3.49226357048994
Short Sell,2024-01-22 15:30:00-05:00,485.7000122070313,210,-28.438201904296875,101997.00256347656,265.4704895019531,Sell Hold,102234.03485107422,12,17,-0.027873637879883083,0.4988664944493179,3.49226357048994
Short Sell,2024-01-23 09:30:00-05:00,490.5,208,26.9974365234375,102024.0,210.03485107421875,Sell Hold,102261.03228759766,12,17,0.026468852853431632,0.4988664944493179,3.49226357048994
Short Sell,2024-01-23 10:30:00-05:00,484.989990234375,210,-176.10205078125,101847.89794921876,413.1343383789063,Sell Hold,102084.9302368164,12,17,-0.17260845563910007,0.4988664944493179,3.49226357048994
Short Sell,2024-01-23 11:30:00-05:00,486.510009765625,209,-167.305908203125,101680.59204101562,404.3381958007813,Sell Hold,101917.62432861328,12,17,-0.16427035959697278,0.4988664944493179,3.49226357048994
Short Sell,2024-01-23 12:30:00-05:00,486.83990478515625,209,68.94805908203125,101749.54010009766,168.084228515625,Sell Hold,101986.57238769533,12,17,0.06780847524394741,0.4988664944493179,3.49226357048994
Short Sell,2024-01-23 13:30:00-05:00,488.7900085449219,208,-81.21832275390625,101668.32177734376,318.2506103515625,Sell Hold,101905.3540649414,12,17,-0.07982180821062379,0.4988664944493179,3.49226357048994
Short Sell,2024-01-23 14:30:00-05:00,492.4699096679688,206,-219.5203857421875,101448.80139160156,456.55267333984375,Sell Hold,101685.83367919922,12,17,-0.2159181757941843,0.4988664944493179,3.49226357048994
Short Sell,2024-01-23 15:30:00-05:00,491.0899963378906,207,206.82785034179688,101655.62924194336,30.20443725585937,Sell Hold,101892.66152954102,12,17,0.20387411926477342,0.4988664944493179,3.49226357048994
Short Sell,2024-01-24 09:30:00-05:00,558.1799926757812,182,-66.87057495117188,101588.7586669922,303.9028625488281,Sell Hold,101825.79095458984,12,17,-0.0657814775726816,0.4988664944493179,3.49226357048994
Short Sell,2024-01-24 10:30:00-05:00,550.1099853515625,185,181.588623046875,101770.34729003906,55.44366455078125,Sell Hold,102007.37957763672,12,17,0.17874873699570212,0.4988664944493179,3.49226357048994
Short Sell,2024-01-24 11:30:00-05:00,554.0549926757812,184,175.7713623046875,101946.11865234376,61.26092529296875,Sell Hold,102183.1509399414,12,17,0.17271372947540875,0.4988664944493179,3.49226357048994
Short Sell,2024-01-24 12:30:00-05:00,554.030029296875,184,-4.59326171875,101941.525390625,241.62554931640625,Sell Hold,102178.55767822266,12,17,-0.004505577828253054,0.4988664944493179,3.49226357048994
Short Sell,2024-01-24 13:30:00-05:00,550.0,185,-191.525390625,101750.0,428.55767822265625,Sell Hold,101987.03228759766,12,17,-0.1878776974261497,0.4988664944493179,3.49226357048994
Short Sell,2024-01-24 14:30:00-05:00,546.0001220703125,186,-193.977294921875,101556.02270507812,431.0095825195313,Sell Hold,101793.05499267578,12,17,-0.19064107609029485,0.4988664944493179,3.49226357048994
Short Sell,2024-01-24 15:30:00-05:00,545.0,186,-186.022705078125,101370.0,423.0549926757813,Sell Hold,101607.03228759766,12,17,-0.1831724993980325,0.4988664944493179,3.49226357048994
Short Sell,2024-01-25 09:30:00-05:00,552.8099975585938,183,-205.77044677734372,101164.22955322266,442.802734375,Sell Hold,101401.26184082033,12,17,-0.20298949075401376,0.4988664944493179,3.49226357048994
Short Sell,2024-01-25 10:30:00-05:00,555.9400024414062,182,16.85089111328125,101181.08044433594,220.181396484375,Sell Hold,101418.1127319336,12,17,0.016656965794827675,0.4988664944493179,3.49226357048994
Short Sell,2024-01-25 11:30:00-05:00,556.72998046875,182,143.7760009765625,101324.8564453125,93.25628662109376,Sell Hold,101561.88873291016,12,17,0.14209771268024743,0.4988664944493179,3.49226357048994
Short Sell,2024-01-25 12:30:00-05:00,554.6099853515625,183,168.7708740234375,101493.62731933594,68.26141357421875,Sell Hold,101730.6596069336,12,17,0.16656413830156994,0.4988664944493179,3.49226357048994
Short Sell,2024-01-25 13:30:00-05:00,549.8342895507812,185,225.71624755859372,101719.34356689452,11.3160400390625,Sell Hold,101956.3758544922,12,17,0.22239450251235346,0.4988664944493179,3.49226357048994
Short Sell,2024-01-25 14:30:00-05:00,553.969970703125,184,211.13104248046875,101930.474609375,25.9012451171875,Sell Hold,102167.50689697266,12,17,0.20756233286310533,0.4988664944493179,3.49226357048994
Short Sell,2024-01-25 15:30:00-05:00,562.1500244140625,181,-181.3201904296875,101749.15441894533,418.35247802734375,Sell Hold,101986.18670654295,12,17,-0.17788614359399452,0.4988664944493179,3.49226357048994
Short Sell,2024-01-26 09:30:00-05:00,570.1599731445312,178,-260.67919921875,101488.47521972656,497.7114868164063,Sell Hold,101725.50750732422,12,17,-0.2561979022896204,0.4988664944493179,3.49226357048994
Short Sell,2024-01-26 10:30:00-05:00,575.2695922851562,176,-241.0269775390625,101247.4482421875,478.0592651367188,Sell Hold,101484.48052978516,12,17,-0.2374919684399924,0.4988664944493179,3.49226357048994
Short Sell,2024-01-26 11:30:00-05:00,579.1400146484375,175,102.0543212890625,101349.50256347656,134.97796630859375,Sell Hold,101586.53485107422,12,17,0.10079693173594355,0.4988664944493179,3.49226357048994
Short Sell,2024-01-26 12:30:00-05:00,573.9130249023438,177,233.10284423828125,101582.60540771484,3.929443359375,Sell Hold,101819.6376953125,12,17,0.2299990018128464,0.4988664944493179,3.49226357048994
Short Sell,2024-01-26 13:30:00-05:00,572.2100219726562,177,-301.4315185546875,101281.17388916016,538.4638061523438,Sell Hold,101518.2061767578,12,17,-0.29673536856517246,0.4988664944493179,3.49226357048994
Short Sell,2024-01-26 14:30:00-05:00,569.77099609375,178,138.06341552734375,101419.2373046875,98.9688720703125,Sell Hold,101656.26959228516,12,17,0.1363169582517253,0.4988664944493179,3.49226357048994
Short Sell,2024-01-26 15:30:00-05:00,570.239990234375,178,83.48095703125,101502.71826171876,153.55133056640625,Sell Hold,101739.7505493164,12,17,0.0823127438638371,0.4988664944493179,3.49226357048994
Short Sell,2024-01-29 09:30:00-05:00,564.5599975585938,180,118.081298828125,101620.79956054688,118.95098876953124,Sell Hold,101857.83184814452,12,17,0.11633313949646629,0.4988664944493179,3.49226357048994
Short Sell,2024-01-29 10:30:00-05:00,567.9949951171875,179,50.3045654296875,101671.10412597656,186.72772216796875,Sell Hold,101908.13641357422,12,17,0.04950223344750938,0.4988664944493179,3.49226357048994
Short Sell,2024-01-29 11:30:00-05:00,573.9600219726562,177,-80.18023681640625,101590.92388916016,317.2125244140625,Sell Hold,101827.9561767578,12,17,-0.0788623645879346,0.4988664944493179,3.49226357048994
Short Sell,2024-01-29 12:30:00-05:00,572.25,177,-302.67388916015625,101288.25,539.7061767578125,Sell Hold,101525.28228759766,12,17,-0.2979339861997769,0.4988664944493179,3.49226357048994
Short Sell,2024-01-29 13:30:00-05:00,573.9099731445312,176,-280.0947265625,101008.1552734375,517.1270141601562,Sell Hold,101245.18756103516,12,17,-0.27653229921782635,0.4988664944493179,3.49226357048994
Short Sell,2024-01-29 14:30:00-05:00,576.3300170898438,175,-150.40228271484375,100857.75299072266,387.4345703125,Sell Hold,101094.78527832033,12,17,-0.14890112813929948,0.4988664944493179,3.49226357048994
Short Sell,2024-01-29 15:30:00-05:00,575.7000122070312,175,-110.2508544921875,100747.50213623048,347.2831420898437,Sell Hold,100984.53442382812,12,17,-0.10931321710321497,0.4988664944493179,3.49226357048994
Short Sell,2024-01-30 09:30:00-05:00,566.5772705078125,178,103.25201416015624,100850.75415039062,133.7802734375,Sell Hold,101087.78643798828,12,17,0.10248592964669696,0.4988664944493179,3.49226357048994
Buy,2024-01-30 10:30:00-05:00,564.4349975585938,179,0.0,101033.86456298828,53.921875,Buy,101270.89685058594,12,17,,0.4988664944493179,3.49226357048994
