Signal,Date,Close Price,Shares Bought,Profit/Loss,Investment,Remaining Cash,Hold,Total Cash,SMA1,SMA2,Percentage Difference,Highest Average Percentage,Lowest Average Percentage
Buy Hold,2023-01-06 15:15:00+05:30,44.20000076,1132,-45.28103638,50034.40086,0.246543884,Buy Hold,100271.8676,12,17,99.90742339,0.370337122,2.667433764
Buy Hold,2023-01-09 09:15:00+05:30,44.59999847,1132,452.7974091,50487.19827,0.246543884,Buy Hold,100724.665,12,17,101.899083,0.370337122,2.667433764
Buy Hold,2023-01-09 10:15:00+05:30,44.29999924,1132,-339.5991364,50147.59914,0.246543884,Buy Hold,100385.0659,12,17,98.74245691,0.370337122,2.667433764
Sell,2023-01-09 10:15:00+05:30,44.29999924,0,0,0,100385.0659,Sell Hold,100385.0659,12,17,,0.370337122,2.667433764
Short Sell,2023-01-09 10:15:00+05:30,44.29999924,2281,0,101048.2983,6.544155121,Sell Hold,101054.8424,12,17,0,0.370337122,2.667433764
Short Sell,2023-01-09 13:15:00+05:30,44.29999924,2281,0,101048.2983,6.544155121,Sell Hold,101054.8424,12,17,0,0.370337122,2.667433764
Short Sell,2023-01-09 14:15:00+05:30,44.25,2283,-25.54825974,101022.75,32.09241486,Sell Hold,101029.2942,12,17,-0.025283216,0.370337122,2.667433764
Short Sell,2023-01-09 15:15:00+05:30,44.25999832,2282,-21.43383026,101001.3162,27.97798538,Sell Hold,101007.8603,12,17,-0.021216835,0.370337122,2.667433764
Buy,2023-01-10 09:15:00+05:30,44.41999817,2273,0,100966.6558,41.20448685,Buy,100973.2,12,17,,0.370337122,2.667433764
Buy Hold,2023-01-10 09:15:00+05:30,44.41999817,2273,0,100966.6558,41.20448685,Buy Hold,100973.2,12,17,0,0.370337122,2.667433764
Buy Hold,2023-01-10 10:15:00+05:30,44.40000153,2273,-45.45236969,100921.2035,41.20448685,Buy Hold,100927.7476,12,17,-0.045017208,0.370337122,2.667433764
Buy Hold,2023-01-10 12:15:00+05:30,44.20000076,2273,-454.6017342,100466.6017,41.20448685,Buy Hold,100473.1459,12,17,-0.450452153,0.370337122,2.667433764
Buy Hold,2023-01-11 09:15:00+05:30,44.29000092,2273,204.5703468,100671.1721,41.20448685,Buy Hold,100677.7162,12,17,0.203620251,0.370337122,2.667433764
Buy Hold,2023-01-11 11:15:00+05:30,44.15999985,2273,-295.4924278,100375.6797,41.20448685,Buy Hold,100382.2238,12,17,-0.293522388,0.370337122,2.667433764
Sell,2023-01-11 11:15:00+05:30,44.15999985,0,0,0,100382.2238,Sell Hold,100382.2238,12,17,,0.370337122,2.667433764
Short Sell,2023-01-11 11:15:00+05:30,44.15999985,2279,0,100640.6397,37.07658386,Sell Hold,100677.7162,12,17,0,0.370337122,2.667433764
Short Sell,2023-01-11 15:15:00+05:30,43.95999908,2290,27.75825119,100668.3979,9.318332672,Sell Hold,100705.4745,12,17,0.027581553,0.370337122,2.667433764
Short Sell,2023-01-12 09:15:00+05:30,44.25999832,2275,23.09827805,100691.4962,13.97830582,Sell Hold,100728.5728,12,17,0.022944915,0.370337122,2.667433764
Buy,2023-01-12 10:15:00+05:30,44.25999832,2275,0,100691.4962,37.07658386,Buy,100728.5728,12,17,,0.370337122,2.667433764
Buy Hold,2023-01-12 10:15:00+05:30,44.25999832,2275,0,100691.4962,37.07658386,Buy Hold,100728.5728,12,17,0,0.370337122,2.667433764
Buy Hold,2023-01-12 11:15:00+05:30,44.31000137,2275,113.7569427,100805.2531,37.07658386,Buy Hold,100842.3297,12,17,0.11297572,0.370337122,2.667433764
Buy Hold,2023-01-12 13:15:00+05:30,44.09999847,2275,-477.7565956,100327.4965,37.07658386,Buy Hold,100364.5731,12,17,-0.473940178,0.370337122,2.667433764
Buy Hold,2023-01-12 14:15:00+05:30,44.09999847,2275,0,100327.4965,37.07658386,Buy Hold,100364.5731,12,17,0,0.370337122,2.667433764
Buy Hold,2023-01-13 09:15:00+05:30,44.36000061,1137,49890.17583,50437.32069,50518.75728,Buy Hold,100956.078,12,17,0.589574025,0.370337122,2.667433764
Buy Hold,2023-01-13 10:15:00+05:30,44.22000122,1137,-159.179306,50278.14139,37.07658386,Buy Hold,100796.8987,12,17,99.45647666,0.370337122,2.667433764
Buy Hold,2023-01-16 09:15:00+05:30,44.54999924,1137,375.2077446,50653.34913,37.07658386,Buy Hold,101172.1064,12,17,101.5811354,0.370337122,2.667433764
Buy Hold,2023-01-16 10:15:00+05:30,44.63000107,1137,90.96208191,50744.31121,37.07658386,Buy Hold,101263.0685,12,17,100.4472639,0.370337122,2.667433764
Buy Hold,2023-01-16 12:15:00+05:30,44.40999985,1137,-250.1413879,50494.16983,37.07658386,Buy Hold,101012.9271,12,17,99.10162782,0.370337122,2.667433764
Buy Hold,2023-01-16 14:15:00+05:30,44.38000107,1137,-34.10861206,50460.06121,37.07658386,Buy Hold,100978.8185,12,17,99.95279213,0.370337122,2.667433764
Sell,2023-01-16 14:15:00+05:30,44.38000107,0,0,0,100978.8185,Sell Hold,100978.8185,12,17,,0.370337122,2.667433764
Short Sell,2023-01-16 14:15:00+05:30,44.38000107,2277,0,101053.2624,16.56380463,Sell Hold,101069.8262,12,17,0,0.370337122,2.667433764
Short Sell,2023-01-17 09:15:00+05:30,44.40999985,2275,-20.51277924,101032.7497,37.07658386,Sell Hold,101049.3135,12,17,-0.020298978,0.370337122,2.667433764
Short Sell,2023-01-17 10:15:00+05:30,44.22000122,2285,9.953136444,101042.7028,6.610668182,Sell Hold,101059.2666,12,17,0.009851396,0.370337122,2.667433764
Short Sell,2023-01-17 12:15:00+05:30,44.13999939,2289,-6.244186401,101036.4586,22.80799103,Sell Hold,101053.0224,12,17,-0.00617975,0.370337122,2.667433764
Short Sell,2023-01-17 13:15:00+05:30,44.25999832,2283,9.117565155,101045.5762,7.446239471,Sell Hold,101062.14,12,17,0.009024035,0.370337122,2.667433764
Short Sell,2023-01-17 14:15:00+05:30,44.31999969,2280,4.023136139,101049.5993,12.54066849,Sell Hold,101066.1631,12,17,0.003981506,0.370337122,2.667433764
Short Sell,2023-01-18 09:15:00+05:30,44.38999939,2276,-17.96069336,101031.6386,34.52449799,Sell Hold,101048.2024,12,17,-0.017774136,0.370337122,2.667433764
Short Sell,2023-01-18 10:15:00+05:30,44.20000076,2286,9.56313324,101041.2017,7.000671387,Sell Hold,101057.7655,12,17,0.009465484,0.370337122,2.667433764
Short Sell,2023-01-18 11:15:00+05:30,44.38000107,2277,12.06068802,101053.2624,4.503116608,Sell Hold,101069.8262,12,17,0.011936406,0.370337122,2.667433764
Short Sell,2023-01-18 12:15:00+05:30,44.90999985,2250,-5.762775421,101047.4997,22.32658005,Sell Hold,101064.0635,12,17,-0.005702711,0.370337122,2.667433764
Buy,2023-01-18 13:15:00+05:30,44.29999924,2281,0,101048.2983,15.76520157,Buy,101064.8621,12,17,,0.370337122,2.667433764
Buy Hold,2023-01-18 13:15:00+05:30,44.29999924,2281,0,101048.2983,15.76520157,Buy Hold,101064.8621,12,17,0,0.370337122,2.667433764
Buy Hold,2023-01-18 14:15:00+05:30,44.5,1140,50318.29826,50730,50790.2652,Buy Hold,101520.2652,12,17,0.451468999,0.370337122,2.667433764
Buy Hold,2023-01-18 15:15:00+05:30,44.49000168,1140,-11.39808655,50718.60191,15.76520157,Buy Hold,101508.8671,12,17,100.0427633,0.370337122,2.667433764
Buy Hold,2023-01-19 09:15:00+05:30,44.15000153,1140,-387.600174,50331.00174,15.76520157,Buy Hold,101121.2669,12,17,98.55861495,0.370337122,2.667433764
Buy Hold,2023-01-19 11:15:00+05:30,44.20000076,1140,56.99913025,50388.00087,15.76520157,Buy Hold,101178.2661,12,17,100.3143157,0.370337122,2.667433764
Buy Hold,2023-01-19 12:15:00+05:30,44.29999924,1140,113.9982605,50501.99913,15.76520157,Buy Hold,101292.2643,12,17,100.5403995,0.370337122,2.667433764
Sell,2023-01-19 12:15:00+05:30,44.29999924,0,0,0,101292.2643,Sell Hold,101292.2643,12,17,,0.370337122,2.667433764
Short Sell,2023-01-19 12:15:00+05:30,44.29999924,2276,0,100826.7983,9.967281342,Sell Hold,100836.7655,12,17,0,0.370337122,2.667433764
Short Sell,2023-01-19 13:15:00+05:30,44.20000076,2281,-6.596523285,100820.2017,16.56380463,Sell Hold,100830.169,12,17,-0.006542431,0.370337122,2.667433764
Short Sell,2023-01-19 14:15:00+05:30,44.15000153,2283,-25.74825668,100794.4535,35.71553802,Sell Hold,100804.4208,12,17,-0.025538787,0.370337122,2.667433764
Short Sell,2023-01-19 15:15:00+05:30,44.18000031,2281,-19.87278748,100774.5807,29.84006882,Sell Hold,100784.548,12,17,-0.019716152,0.370337122,2.667433764
Short Sell,2023-01-20 09:15:00+05:30,44.29999924,2275,7.917568207,100782.4983,2.049713135,Sell Hold,100792.4655,12,17,0.007856712,0.370337122,2.667433764
Short Sell,2023-01-20 10:15:00+05:30,44.56999969,2261,-9.728954315,100772.7693,19.69623566,Sell Hold,100782.7366,12,17,-0.009653416,0.370337122,2.667433764
Buy,2023-01-20 11:15:00+05:30,44.29000092,2275,0,100759.7521,22.98450851,Buy,100769.7194,12,17,,0.370337122,2.667433764
Buy Hold,2023-01-20 11:15:00+05:30,44.29000092,2275,0,100759.7521,22.98450851,Buy Hold,100769.7194,12,17,0,0.370337122,2.667433764
Buy Hold,2023-01-20 12:15:00+05:30,44.29000092,2275,0,100759.7521,22.98450851,Buy Hold,100769.7194,12,17,0,0.370337122,2.667433764
Buy Hold,2023-01-20 13:15:00+05:30,44.24000168,2275,-113.7482643,100646.0038,22.98450851,Buy Hold,100655.9711,12,17,-0.112890576,0.370337122,2.667433764
Buy Hold,2023-01-20 14:15:00+05:30,44,2275,-546.0038185,100100,22.98450851,Buy Hold,100109.9673,12,17,-0.542499253,0.370337122,2.667433764
Buy Hold,2023-01-20 15:15:00+05:30,44.20000076,1137,49844.59913,50255.40087,50322.58538,Buy Hold,100577.9862,12,17,0.454547188,0.370337122,2.667433764
Buy Hold,2023-01-23 09:15:00+05:30,44.29000092,1137,102.3301735,50357.73104,22.98450851,Buy Hold,100680.3164,12,17,100.4953703,0.370337122,2.667433764
Buy Hold,2023-01-23 10:15:00+05:30,44.04000092,1137,-284.25,50073.48104,22.98450851,Buy Hold,100396.0664,12,17,98.95853132,0.370337122,2.667433764
Buy Hold,2023-01-23 11:15:00+05:30,43.86999893,1137,-193.2922554,49880.18879,22.98450851,Buy Hold,100202.7742,12,17,99.31557682,0.370337122,2.667433764
Buy Hold,2023-01-23 12:15:00+05:30,44.13999939,1137,306.9905205,50187.17931,22.98450851,Buy Hold,100509.7647,12,17,101.3194037,0.370337122,2.667433764
Sell,2023-01-23 12:15:00+05:30,44.13999939,0,0,0,100509.7647,Sell Hold,100509.7647,12,17,,0.370337122,2.667433764
Short Sell,2023-01-23 12:15:00+05:30,44.13999939,2261,0,99800.53862,13.67623138,Sell Hold,99814.21485,12,17,0,0.370337122,2.667433764
Buy,2023-01-23 13:15:00+05:30,44.15000153,2260,0,99779.00345,35.21140289,Buy,99792.67968,12,17,,0.370337122,2.667433764
Buy Hold,2023-01-23 13:15:00+05:30,44.15000153,2260,0,99779.00345,35.21140289,Buy Hold,99792.67968,12,17,0,0.370337122,2.667433764
Buy Hold,2023-01-23 14:15:00+05:30,44.09999847,2260,-113.006897,99665.99655,35.21140289,Buy Hold,99679.67278,12,17,-0.113257191,0.370337122,2.667433764
Buy Hold,2023-01-23 15:15:00+05:30,44.13000107,2260,67.80586243,99733.80241,35.21140289,Buy Hold,99747.47865,12,17,0.068033095,0.370337122,2.667433764
Buy Hold,2023-01-24 09:15:00+05:30,44.04999924,2260,-180.8041382,99552.99828,35.21140289,Buy Hold,99566.67451,12,17,-0.181286719,0.370337122,2.667433764
Buy Hold,2023-01-24 13:15:00+05:30,44.20000076,2260,339.0034485,99892.00172,35.21140289,Buy Hold,99905.67796,12,17,0.340525604,0.370337122,2.667433764
Buy Hold,2023-01-24 14:15:00+05:30,44.13000107,2260,-158.1993103,99733.80241,35.21140289,Buy Hold,99747.47865,12,17,-0.158370348,0.370337122,2.667433764
Buy Hold,2023-01-24 15:15:00+05:30,44.00999832,2260,-271.2062073,99462.59621,35.21140289,Buy Hold,99476.27244,12,17,-0.271930079,0.370337122,2.667433764
Buy Hold,2023-01-25 09:15:00+05:30,43.40000153,2260,-1378.592758,98084.00345,35.21140289,Buy Hold,98097.67968,12,17,-1.386041397,0.370337122,2.667433764
Buy Hold,2023-01-25 10:15:00+05:30,43.20999908,2260,-429.4055176,97654.59793,35.21140289,Buy Hold,97668.27416,12,17,-0.437793628,0.370337122,2.667433764
Buy Hold,2023-01-25 12:15:00+05:30,43.22000122,2260,22.60482788,97677.20276,35.21140289,Buy Hold,97690.87899,12,17,0.023147735,0.370337122,2.667433764
Buy Hold,2023-01-25 13:15:00+05:30,43.22000122,2260,0,97677.20276,35.21140289,Buy Hold,97690.87899,12,17,0,0.370337122,2.667433764
Buy Hold,2023-01-25 14:15:00+05:30,42.90000153,2260,-723.1993103,96954.00345,35.21140289,Buy Hold,96967.67968,12,17,-0.740397237,0.370337122,2.667433764
Buy Hold,2023-01-25 15:15:00+05:30,42.81999969,2260,-180.8041382,96773.19931,35.21140289,Buy Hold,96786.87554,12,17,-0.186484448,0.370337122,2.667433764
Buy Hold,2023-01-27 09:15:00+05:30,42.81999969,2260,0,96773.19931,35.21140289,Buy Hold,96786.87554,12,17,0,0.370337122,2.667433764
Buy Hold,2023-01-27 10:15:00+05:30,42,2260,-1853.19931,94920,35.21140289,Buy Hold,94933.67623,12,17,-1.914992295,0.370337122,2.667433764
Buy Hold,2023-01-27 11:15:00+05:30,41.59999847,2260,-904.0034485,94015.99655,35.21140289,Buy Hold,94029.67278,12,17,-0.952384585,0.370337122,2.667433764
Buy Hold,2023-01-27 12:15:00+05:30,42.54999924,1130,45934.49741,48081.49914,48116.71054,Buy Hold,96198.20968,12,17,2.283655764,0.370337122,2.667433764
Buy Hold,2023-01-27 13:15:00+05:30,42.81000137,1130,293.8024139,48375.30155,35.21140289,Buy Hold,96492.01209,12,17,101.2221017,0.370337122,2.667433764
Buy Hold,2023-01-27 14:15:00+05:30,43.70000076,1130,1005.69931,49381.00086,35.21140289,Buy Hold,97497.7114,12,17,104.157904,0.370337122,2.667433764
Buy Hold,2023-01-27 15:15:00+05:30,44.15000153,1130,508.5008621,49889.50172,35.21140289,Buy Hold,98006.21227,12,17,102.0595,0.370337122,2.667433764
Buy Hold,2023-01-30 09:15:00+05:30,41.20999908,1130,-3322.202759,46567.29897,35.21140289,Buy Hold,94684.00951,12,17,86.68175611,0.370337122,2.667433764
Buy Hold,2023-01-30 10:15:00+05:30,41,1130,-237.2989655,46330,35.21140289,Buy Hold,94446.71054,12,17,98.98083432,0.370337122,2.667433764
Buy Hold,2023-01-30 11:15:00+05:30,41.09999847,1130,112.9982758,46442.99828,35.21140289,Buy Hold,94559.70882,12,17,100.4877974,0.370337122,2.667433764
Buy Hold,2023-01-30 12:15:00+05:30,40.95000076,1130,-169.4974136,46273.50086,35.21140289,Buy Hold,94390.2114,12,17,99.2700841,0.370337122,2.667433764
Buy Hold,2023-01-30 13:15:00+05:30,40.79999924,1130,-169.5017242,46103.99914,35.21140289,Buy Hold,94220.70968,12,17,99.26739183,0.370337122,2.667433764
Buy Hold,2023-01-30 14:15:00+05:30,41.43999863,1130,723.1993103,46827.19845,35.21140289,Buy Hold,94943.90899,12,17,103.137252,0.370337122,2.667433764
Buy Hold,2023-01-30 15:15:00+05:30,41.47999954,1130,45.20103455,46872.39948,35.21140289,Buy Hold,94989.11002,12,17,100.1930546,0.370337122,2.667433764
Buy Hold,2023-01-31 09:15:00+05:30,41.54000092,1130,67.80155182,46940.20103,35.21140289,Buy Hold,95056.91158,12,17,100.2893027,0.370337122,2.667433764
Buy Hold,2023-01-31 10:15:00+05:30,41.36000061,1130,-203.4003448,46736.80069,35.21140289,Buy Hold,94853.51123,12,17,99.13336398,0.370337122,2.667433764
Buy Hold,2023-01-31 11:15:00+05:30,41.33000183,1130,-33.89862061,46702.90207,35.21140289,Buy Hold,94819.61261,12,17,99.85493821,0.370337122,2.667433764
Buy Hold,2023-01-31 13:15:00+05:30,41.45999908,1130,146.8968964,46849.79897,35.21140289,Buy Hold,94966.50951,12,17,100.6290697,0.370337122,2.667433764
Buy Hold,2023-01-31 14:15:00+05:30,41.75,1130,327.7010345,47177.5,35.21140289,Buy Hold,95294.21054,12,17,101.3989432,0.370337122,2.667433764
Buy Hold,2023-02-01 09:15:00+05:30,41.70999908,1130,-45.20103455,47132.29897,35.21140289,Buy Hold,95249.00951,12,17,99.80837885,0.370337122,2.667433764
Buy Hold,2023-02-01 10:15:00+05:30,41.79999924,1130,101.7001724,47233.99914,35.21140289,Buy Hold,95350.70968,12,17,100.4315519,0.370337122,2.667433764
Buy Hold,2023-02-01 11:15:00+05:30,41.63000107,1130,-192.0979309,47041.90121,35.21140289,Buy Hold,95158.61175,12,17,99.18661162,0.370337122,2.667433764
Buy Hold,2023-02-01 12:15:00+05:30,41.68999863,1130,67.79724121,47109.69845,35.21140289,Buy Hold,95226.40899,12,17,100.2882419,0.370337122,2.667433764
Buy Hold,2023-02-01 13:15:00+05:30,41,1130,-779.6984482,46330,35.21140289,Buy Hold,94446.71054,12,17,96.68986016,0.370337122,2.667433764
Sell,2023-02-01 13:15:00+05:30,41,0,0,0,94446.71054,Sell Hold,94446.71054,12,17,,0.370337122,2.667433764
Short Sell,2023-02-01 13:15:00+05:30,41,2298,0,94218,15.07312775,Sell Hold,94233.07313,12,17,0,0.370337122,2.667433764
Short Sell,2023-02-01 14:15:00+05:30,41,2298,0,94218,15.07312775,Sell Hold,94233.07313,12,17,0,0.370337122,2.667433764
Short Sell,2023-02-01 15:15:00+05:30,41,2298,0,94218,15.07312775,Sell Hold,94233.07313,12,17,0,0.370337122,2.667433764
Short Sell,2023-02-02 09:15:00+05:30,40.63999939,2318,-14.48141479,94203.51859,29.55454254,Sell Hold,94218.59171,12,17,-0.015370115,0.370337122,2.667433764
Buy,2023-02-02 10:15:00+05:30,40.65000153,2317,0,94186.05354,32.53817749,Buy,94201.12666,12,17,,0.370337122,2.667433764
Buy Hold,2023-02-02 10:15:00+05:30,40.65000153,2317,0,94186.05354,32.53817749,Buy Hold,94201.12666,12,17,0,0.370337122,2.667433764
Buy Hold,2023-02-02 11:15:00+05:30,40.61999893,2317,-69.51601028,94116.53753,32.53817749,Buy Hold,94131.61065,12,17,-0.073807117,0.370337122,2.667433764
Buy Hold,2023-02-02 12:15:00+05:30,40.65999985,2317,92.68212128,94209.21965,32.53817749,Buy Hold,94224.29277,12,17,0.098475915,0.370337122,2.667433764
Buy Hold,2023-02-02 13:15:00+05:30,40.59999847,2317,-139.0231819,94070.19646,32.53817749,Buy Hold,94085.26959,12,17,-0.147568553,0.370337122,2.667433764
Buy Hold,2023-02-02 14:15:00+05:30,40.65999985,2317,139.0231819,94209.21965,32.53817749,Buy Hold,94224.29277,12,17,0.147786639,0.370337122,2.667433764
Buy Hold,2023-02-02 15:15:00+05:30,40.65999985,2317,0,94209.21965,32.53817749,Buy Hold,94224.29277,12,17,0,0.370337122,2.667433764
Buy Hold,2023-02-03 09:15:00+05:30,40.63000107,2317,-69.50717163,94139.71247,32.53817749,Buy Hold,94154.7856,12,17,-0.073779585,0.370337122,2.667433764
Buy Hold,2023-02-03 10:15:00+05:30,40.22999954,2317,-926.8035355,93212.90894,32.53817749,Buy Hold,93227.98207,12,17,-0.984497946,0.370337122,2.667433764
Buy Hold,2023-02-03 11:15:00+05:30,40.50999832,1158,46302.33088,46910.57806,46983.62623,Buy Hold,93894.20429,12,17,0.695994985,0.370337122,2.667433764
Buy Hold,2023-02-03 12:15:00+05:30,40.5,1158,-11.57805634,46899,32.53817749,Buy Hold,93882.62623,12,17,100.0369722,0.370337122,2.667433764
Buy Hold,2023-02-03 13:15:00+05:30,40.75,1158,289.5,47188.5,32.53817749,Buy Hold,94172.12623,12,17,101.3214567,0.370337122,2.667433764
Buy Hold,2023-02-03 14:15:00+05:30,40.70000076,1158,-57.89911652,47130.60088,32.53817749,Buy Hold,94114.22712,12,17,99.8408548,0.370337122,2.667433764
Buy Hold,2023-02-03 15:15:00+05:30,40.63999939,1158,-69.48159027,47061.11929,32.53817749,Buy Hold,94044.74553,12,17,99.79138144,0.370337122,2.667433764
Buy Hold,2023-02-06 09:15:00+05:30,40.70000076,1158,69.48159027,47130.60088,32.53817749,Buy Hold,94114.22712,12,17,100.3817656,0.370337122,2.667433764
Buy Hold,2023-02-06 10:15:00+05:30,40.70000076,1158,0,47130.60088,32.53817749,Buy Hold,94114.22712,12,17,100.0863558,0.370337122,2.667433764
Buy Hold,2023-02-06 11:15:00+05:30,40.74000168,1158,46.32106018,47176.92194,32.53817749,Buy Hold,94160.54818,12,17,100.2830054,0.370337122,2.667433764
Buy Hold,2023-02-06 12:15:00+05:30,40.74000168,1158,0,47176.92194,32.53817749,Buy Hold,94160.54818,12,17,100.0863558,0.370337122,2.667433764
Buy Hold,2023-02-06 13:15:00+05:30,40.95999908,1158,254.7569962,47431.67894,32.53817749,Buy Hold,94415.30517,12,17,101.166829,0.370337122,2.667433764
Sell,2023-02-06 13:15:00+05:30,40.95999908,0,0,0,94415.30517,Sell Hold,94415.30517,12,17,,0.370337122,2.667433764
Short Sell,2023-02-06 13:15:00+05:30,40.95999908,2304,0,94371.83789,37.81912613,Sell Hold,94409.65702,12,17,0,0.370337122,2.667433764
Short Sell,2023-02-06 14:15:00+05:30,41.02999878,2300,-2.840698242,94368.99719,40.65982437,Sell Hold,94406.81632,12,17,-0.003010112,0.370337122,2.667433764
Short Sell,2023-02-06 15:15:00+05:30,41.08000183,2298,32.84701538,94401.84421,4.972110748,Sell Hold,94439.66333,12,17,0.034806998,0.370337122,2.667433764
Short Sell,2023-02-07 09:15:00+05:30,41.18000031,2293,23.896492,94425.7407,13.92263412,Sell Hold,94463.55983,12,17,0.025313586,0.370337122,2.667433764
Short Sell,2023-02-07 10:15:00+05:30,41.11000061,2297,3.930702209,94429.6714,33.88842392,Sell Hold,94467.49053,12,17,0.004162744,0.370337122,2.667433764
Short Sell,2023-02-07 11:15:00+05:30,41,2304,34.32859802,94464,3.490528107,Sell Hold,94501.81913,12,17,0.036353614,0.370337122,2.667433764
Short Sell,2023-02-07 12:15:00+05:30,40.88999939,2311,32.78858948,94496.78859,5.030536652,Sell Hold,94534.60772,12,17,0.034710143,0.370337122,2.667433764
Short Sell,2023-02-07 13:15:00+05:30,40.86999893,2313,35.51893997,94532.30753,2.300186157,Sell Hold,94570.12666,12,17,0.037587457,0.370337122,2.667433764
Short Sell,2023-02-07 14:15:00+05:30,40.61999893,2328,31.04998398,94563.35751,6.769142151,Sell Hold,94601.17664,12,17,0.032845897,0.370337122,2.667433764
Short Sell,2023-02-07 15:15:00+05:30,40.65999985,2326,11.80213165,94575.15965,26.01699448,Sell Hold,94612.97877,12,17,0.012480661,0.370337122,2.667433764
Short Sell,2023-02-08 09:15:00+05:30,41.15000153,2299,28.69386292,94603.85351,9.125263214,Sell Hold,94641.67263,12,17,0.030339746,0.370337122,2.667433764
