Peak Date,Peak Total Cash,Peak Close Price,Minima Date,Minima Total Cash,Minima Close Price
2023-04-18 13:15:00+05:30,85956.91291,1261.5,2023-04-19 10:15:00+05:30,85227.61457,1240.050049
2023-04-19 11:15:00+05:30,85259.91291,1241,2023-04-20 09:15:00+05:30,83653.79785,1226.300049
2023-04-20 10:15:00+05:30,83803.39453,1228.5,2023-04-20 12:15:00+05:30,83592.59619,1225.400024
2023-04-20 13:15:00+05:30,83731.99121,1227.449951,2023-04-20 15:15:00+05:30,83463.39453,1223.5
2023-04-21 09:15:00+05:30,83725.19287,1227.349976,2023-04-21 12:15:00+05:30,83283.19287,1220.849976
2023-04-21 14:15:00+05:30,83796.59619,1228.400024,2023-04-24 09:15:00+05:30,83249.19287,1220.349976
2023-04-24 10:15:00+05:30,83539.03428,1225.050049,2023-04-24 11:15:00+05:30,83467.63096,1222.949951
2023-04-24 12:15:00+05:30,83498.23179,1223.849976,2023-04-24 13:15:00+05:30,83465.93345,1222.900024
2023-04-24 15:15:00+05:30,83668.23179,1228.849976,2023-04-25 09:15:00+05:30,83516.93345,1224.400024
2023-04-25 10:15:00+05:30,83756.63096,1231.449951,2023-04-25 14:15:00+05:30,83095.80273,1225.050049
2023-04-26 10:15:00+05:30,83296.80273,1228.050049,2023-04-26 11:15:00+05:30,83186.2511,1226.400024
2023-04-26 13:15:00+05:30,83270.0011,1227.650024,2023-04-26 14:15:00+05:30,83239.84619,1227.199951
2023-04-27 09:15:00+05:30,83427.44946,1230,2023-04-27 10:15:00+05:30,83404.0011,1229.650024
2023-04-27 11:15:00+05:30,83499.91983,1238,2023-04-27 11:15:00+05:30,83404.0011,1238
2023-04-27 14:15:00+05:30,84040.5011,1247.5,2023-04-27 15:15:00+05:30,83943.35437,1246.050049
2023-04-28 11:15:00+05:30,84352.05273,1252.150024,2023-04-28 13:15:00+05:30,84254.89783,1250.699951
2023-04-28 14:15:00+05:30,84409.0011,1253,2023-04-28 15:15:00+05:30,84402.30273,1252.900024
2023-05-02 12:15:00+05:30,84763.09949,1277.349976,2023-05-02 14:15:00+05:30,84707.0011,1276.5
2023-05-02 15:15:00+05:30,84819.19788,1278.199951,2023-05-03 12:15:00+05:30,84014.0011,1266
2023-05-03 14:15:00+05:30,84284.59949,1270.099976,2023-05-04 09:15:00+05:30,84037.09949,1266.349976
2023-05-04 12:15:00+05:30,84542.0011,1274,2023-05-04 13:15:00+05:30,84443.0011,1272.5
2023-05-04 14:15:00+05:30,84538.69788,1273.949951,2023-05-05 11:15:00+05:30,83426.59949,1257.099976
2023-05-05 12:15:00+05:30,84383.59949,1263.5,2023-05-05 14:15:00+05:30,84152.59949,1260
2023-05-08 11:15:00+05:30,84627.79626,1267.199951,2023-05-08 12:15:00+05:30,84594.79626,1266.699951
2023-05-08 13:15:00+05:30,84756.5011,1269.150024,2023-05-08 14:15:00+05:30,84485.90271,1265.050049
2023-05-09 11:15:00+05:30,84888.5011,1271.150024,2023-05-09 13:15:00+05:30,84561.79626,1267.349976
2023-05-10 10:15:00+05:30,85685.0946,1265.199951,2023-05-10 11:15:00+05:30,85534.3446,1262.949951
2023-05-10 12:15:00+05:30,85651.5946,1264.699951,2023-05-10 13:15:00+05:30,85497.49951,1262.400024
2023-05-11 09:15:00+05:30,85835.8446,1267.449951,2023-05-11 14:15:00+05:30,84981.5946,1254.699951
2023-05-11 15:15:00+05:30,85149.0946,1257.199951,2023-05-12 09:15:00+05:30,84405.39624,1246.099976
2023-05-12 10:15:00+05:30,84676.74951,1250.150024,2023-05-12 12:15:00+05:30,84596.3446,1248.949951
2023-05-12 13:15:00+05:30,84629.8446,1249.449951,2023-05-12 14:15:00+05:30,84348.44788,1245.25
2023-05-15 09:15:00+05:30,85109.03051,1261.099976,2023-05-15 10:15:00+05:30,85072.73132,1260
2023-05-15 13:15:00+05:30,85303.73132,1267,2023-05-15 14:15:00+05:30,84973.73132,1257
2023-05-16 09:15:00+05:30,85889.44788,1269.599976,2023-05-16 11:15:00+05:30,85815.74951,1268.5
2023-05-16 12:15:00+05:30,85906.19788,1269.849976,2023-05-16 15:15:00+05:30,85457.30115,1263.150024
2023-05-17 09:15:00+05:30,86203.65283,1255.550049,2023-05-17 10:15:00+05:30,85836.45117,1250.150024
2023-05-17 11:15:00+05:30,86648.45288,1243.800049,2023-05-17 12:15:00+05:30,86582.89783,1242.849976
2023-05-18 11:15:00+05:30,87600.64783,1257.599976,2023-05-18 14:15:00+05:30,86958.95288,1248.300049
2023-05-19 09:15:00+05:30,87245.71932,1268.599976,2023-05-19 10:15:00+05:30,87177.71932,1266.599976
2023-05-19 11:15:00+05:30,88621.8512,1270.400024,2023-05-19 12:15:00+05:30,88549.39783,1269.349976
2023-05-19 13:15:00+05:30,88597.70288,1270.050049,2023-05-19 14:15:00+05:30,88514.89783,1268.849976
2023-05-19 15:15:00+05:30,88542.49951,1269.25,2023-05-22 09:15:00+05:30,88364.65283,1285.300049
2023-05-22 11:15:00+05:30,88748.84619,1290.949951,2023-05-22 12:15:00+05:30,88541.45117,1287.900024
2023-05-22 14:15:00+05:30,88895.04785,1293.099976,2023-05-22 15:15:00+05:30,88786.24951,1291.5
2023-05-23 09:15:00+05:30,88791.19788,1310.849976,2023-05-23 10:15:00+05:30,88727.55115,1309.900024
2023-05-23 11:15:00+05:30,88767.74951,1310.5,2023-05-23 13:15:00+05:30,88452.85278,1305.800049
2023-05-23 15:15:00+05:30,89364.24951,1300,2023-05-24 09:15:00+05:30,89238.45117,1298.150024
2023-05-24 11:15:00+05:30,89524.04785,1302.349976,2023-05-24 14:15:00+05:30,89292.84619,1298.949951
2023-05-25 09:15:00+05:30,90250.24951,1294,2023-05-25 10:15:00+05:30,90239.89783,1293.849976
2023-05-25 12:15:00+05:30,90508.99951,1297.75,2023-05-25 14:15:00+05:30,89706.68469,1304.25
2023-05-26 11:15:00+05:30,91761.3512,1320.300049,2023-05-26 12:15:00+05:30,91650.94446,1318.699951
2023-05-26 13:15:00+05:30,91654.39783,1318.75,2023-05-26 15:15:00+05:30,91395.64783,1315
2023-05-29 09:15:00+05:30,91561.24951,1317.400024,2023-05-29 12:15:00+05:30,91257.64783,1313
2023-05-29 13:15:00+05:30,91357.69446,1314.449951,2023-05-29 14:15:00+05:30,91350.79614,1314.349976
2023-05-30 09:15:00+05:30,91695.79614,1319.349976,2023-05-30 10:15:00+05:30,91254.19446,1312.949951
2023-05-30 11:15:00+05:30,91720.24953,1317.849976,2023-05-30 12:15:00+05:30,91647.1487,1315.699951
2023-05-31 09:15:00+05:30,92114.6487,1329.449951,2023-05-31 10:15:00+05:30,91640.6012,1325.300049
2023-05-31 12:15:00+05:30,91882.1012,1328.800049,2023-05-31 14:15:00+05:30,90891.94446,1314.449951
2023-05-31 15:15:00+05:30,91071.3512,1317.050049,2023-06-01 13:15:00+05:30,89900.49451,1319.199951
2023-06-01 15:15:00+05:30,89988.89783,1320.5,2023-06-02 09:15:00+05:30,88802.30115,1303.050049
2023-06-02 10:15:00+05:30,88900.89783,1304.5,2023-06-02 14:15:00+05:30,88537.09949,1299.150024
2023-06-05 11:15:00+05:30,89203.49451,1308.949951,2023-06-06 10:15:00+05:30,86905.09949,1275.150024
2023-06-06 12:15:00+05:30,87078.49451,1277.699951,2023-06-06 13:15:00+05:30,86905.09949,1275.150024
2023-06-07 09:15:00+05:30,87380.59119,1287.849976,2023-06-07 10:15:00+05:30,87287.09119,1285.099976
2023-06-07 13:15:00+05:30,87525.09119,1292.099976,2023-06-07 14:15:00+05:30,87400.99036,1288.449951
2023-06-08 09:15:00+05:30,87421.39368,1289.050049,2023-06-08 10:15:00+05:30,87358.49036,1287.199951
2023-06-08 11:15:00+05:30,87938.70447,1288.5,2023-06-08 14:15:00+05:30,87483.10779,1281.800049
2023-06-09 09:15:00+05:30,87902.40784,1269.300049,2023-06-09 10:15:00+05:30,87643.65784,1265.550049
2023-06-09 12:15:00+05:30,87802.35278,1267.849976,2023-06-09 13:15:00+05:30,87605.70447,1265
2023-06-12 11:15:00+05:30,89150.51483,1292.050049,2023-06-12 12:15:00+05:30,89135.21234,1291.599976
2023-06-12 13:15:00+05:30,89242.31317,1294.75,2023-06-12 14:15:00+05:30,89157.31317,1292.25
2023-06-12 15:15:00+05:30,89485.95447,1292.949951,2023-06-13 10:15:00+05:30,88767.6095,1301.400024
2023-06-13 12:15:00+05:30,89080.40784,1306,2023-06-13 13:15:00+05:30,88873.00452,1302.949951
2023-06-13 14:15:00+05:30,89012.40784,1305,2023-06-14 09:15:00+05:30,88349.40784,1295.25
2023-06-14 10:15:00+05:30,88471.81116,1297.050049,2023-06-14 11:15:00+05:30,88403.81116,1296.050049
2023-06-14 15:15:00+05:30,88808.40784,1302,2023-06-15 11:15:00+05:30,87727.20618,1286.099976
2023-06-15 12:15:00+05:30,88019.6095,1290.400024,2023-06-15 15:15:00+05:30,87720.40784,1286
2023-06-16 09:15:00+05:30,87774.81116,1286.800049,2023-06-16 10:15:00+05:30,87536.81116,1283.300049
2023-06-16 13:15:00+05:30,87855.06654,1291.349976,2023-06-16 14:15:00+05:30,87781.96571,1289.199951
2023-06-19 09:15:00+05:30,87877.16737,1292,2023-06-19 10:15:00+05:30,87792.16737,1289.5
2023-06-21 14:15:00+05:30,98668.4115,1298.550049,2023-06-21 15:15:00+05:30,98664.65784,1298.5
2023-06-22 10:15:00+05:30,99956.5116,1281.550049,2023-06-22 11:15:00+05:30,99952.65784,1281.5
2023-06-22 12:15:00+05:30,100195.2097,1284.650024,2023-06-22 14:15:00+05:30,99894.90784,1280.75
2023-06-22 15:15:00+05:30,100106.6578,1283.5,2023-06-23 09:15:00+05:30,98947.80408,1268.449951
2023-06-23 12:15:00+05:30,99452.15784,1275,2023-06-23 14:15:00+05:30,98682.15784,1265
2023-06-26 12:15:00+05:30,99117.20972,1270.650024,2023-06-26 13:15:00+05:30,99063.30408,1269.949951
2023-06-26 14:15:00+05:30,99151.85596,1271.099976,2023-06-26 15:15:00+05:30,99094.10596,1270.349976
2023-06-27 09:15:00+05:30,99343.22315,1277.949951,2023-06-27 10:15:00+05:30,99261.52686,1275.800049
2023-06-27 11:15:00+05:30,99392.62501,1279.25,2023-06-27 12:15:00+05:30,99328.02686,1277.550049
2023-06-27 12:15:00+05:30,99779.40784,1277.550049,2023-06-30 09:15:00+05:30,98291.50403,1326.5
2023-06-30 10:15:00+05:30,98369.20764,1327.550049,2023-07-03 10:15:00+05:30,94624.40576,1330.900024
2023-07-03 12:15:00+05:30,94766.40576,1332.900024,2023-07-03 13:15:00+05:30,94752.20056,1332.699951
2023-07-03 14:15:00+05:30,94844.50403,1334,2023-07-03 15:15:00+05:30,94823.20056,1333.699951
2023-07-04 09:15:00+05:30,94865.8075,1334.300049,2023-07-04 10:15:00+05:30,94777.0575,1333.050049
2023-07-04 11:15:00+05:30,94826.75403,1333.75,2023-07-04 12:15:00+05:30,93699.50061,1336.699951
2023-07-04 13:15:00+05:30,93804.50061,1338.199951,2023-07-04 15:15:00+05:30,92811.30066,1343.199951
2023-07-05 09:15:00+05:30,92914.80066,1344.699951,2023-07-05 10:15:00+05:30,91753.70569,1347.400024
2023-07-05 11:15:00+05:30,91777.50403,1347.75,2023-07-07 11:15:00+05:30,86395.25562,1327.150024
2023-07-07 13:15:00+05:30,86778.7572,1333.050049,2023-07-07 14:15:00+05:30,86496.00085,1328.699951
2023-07-07 15:15:00+05:30,86515.50403,1329,2023-07-10 09:15:00+05:30,86177.5072,1323.800049
2023-07-10 12:15:00+05:30,86731.38883,1338.099976,2023-07-10 14:15:00+05:30,86417.79118,1328.300049
2023-07-11 09:15:00+05:30,86952.18962,1345,2023-07-11 10:15:00+05:30,86934.58805,1344.449951
2023-07-11 11:15:00+05:30,87519.75085,1345.550049,2023-07-11 12:15:00+05:30,86302.20081,1347.550049
2023-07-11 13:15:00+05:30,86314.99768,1347.75,2023-07-13 12:15:00+05:30,75246.75037,1367.050049
2023-07-13 12:15:00+05:30,75708.745,1367.050049,2023-07-13 13:15:00+05:30,75551.98962,1364.199951
2023-07-13 15:15:00+05:30,75705.99231,1367,2023-07-14 09:15:00+05:30,75526.99231,1389
2023-07-14 12:15:00+05:30,76552.99231,1408,2023-07-14 13:15:00+05:30,75961.1936,1423.400024
2023-07-14 15:15:00+05:30,76149.33972,1426.949951,2023-07-17 10:15:00+05:30,76024.99231,1452
2023-07-17 12:15:00+05:30,76077.79102,1425.599976,2023-07-17 13:15:00+05:30,75998.29102,1424.099976
2023-07-17 14:15:00+05:30,76048.6449,1425.050049,2023-07-18 09:15:00+05:30,75387.99231,1439.75
2023-07-18 10:15:00+05:30,75871.59485,1449.050049,2023-07-18 11:15:00+05:30,75822.19104,1448.099976
2023-07-18 12:15:00+05:30,75918.38977,1449.949951,2023-07-18 13:15:00+05:30,75615.93982,1472.449951
2023-07-18 15:15:00+05:30,75796.99231,1476,2023-07-19 09:15:00+05:30,75018.48987,1489.949951
2023-07-19 12:15:00+05:30,75677.14355,1473.650024,2023-07-19 13:15:00+05:30,75439.99231,1469
2023-07-19 15:15:00+05:30,75847.99231,1477,2023-07-20 10:15:00+05:30,75668.79358,1445.150024
2023-07-20 12:15:00+05:30,75806.59485,1447.800049,2023-07-20 13:15:00+05:30,75770.19104,1447.099976
2023-07-20 14:15:00+05:30,75920.99231,1450,2023-07-21 13:15:00+05:30,69449.59485,1325.550049
2023-07-24 09:15:00+05:30,69938.07959,1340.400024,2023-07-24 11:15:00+05:30,69840.57959,1336.650024
2023-07-24 14:15:00+05:30,69862.67896,1337.5,2023-07-25 09:15:00+05:30,69761.27832,1333.599976
2023-07-25 11:15:00+05:30,69956.59485,1339.949951,2023-07-25 14:15:00+05:30,69647.19739,1334
2023-07-25 15:15:00+05:30,69732.99866,1335.650024,2023-07-26 09:15:00+05:30,68744.1449,1342.449951
2023-07-26 11:15:00+05:30,68909.8949,1345.699951,2023-07-26 11:15:00+05:30,68856.34863,1345.699951
2023-07-26 12:15:00+05:30,68950.70361,1347.550049,2023-07-26 14:15:00+05:30,67655.6499,1348.599976
2023-07-26 15:15:00+05:30,67675.65112,1349,2023-07-27 10:15:00+05:30,66645.15112,1355.5
2023-07-27 11:15:00+05:30,66836.25232,1359.400024,2023-07-27 14:15:00+05:30,66556.94873,1353.699951
2023-07-27 15:15:00+05:30,66596.15112,1354.5,2023-07-28 11:15:00+05:30,65807.25232,1338.400024
2023-07-28 14:15:00+05:30,65959.15112,1341.5,2023-07-28 15:15:00+05:30,65910.15112,1340.5
2023-07-31 11:15:00+05:30,66184.39276,1352.449951,2023-07-31 12:15:00+05:30,66166.39276,1351.699951
2023-07-31 14:15:00+05:30,66251.59394,1355.25,2023-07-31 15:15:00+05:30,66202.39276,1353.199951
2023-08-01 09:15:00+05:30,66532.44873,1363.5,2023-08-01 10:15:00+05:30,66467.6499,1362.150024
2023-08-01 12:15:00+05:30,66676.44873,1366.5,2023-08-01 15:15:00+05:30,66614.04639,1365.199951
2023-08-02 10:15:00+05:30,67621.54993,1357.900024,2023-08-02 11:15:00+05:30,67469.65112,1354.800049
2023-08-02 14:15:00+05:30,68979.44995,1357.900024,2023-08-02 15:15:00+05:30,68931.94629,1356.949951
2023-08-03 10:15:00+05:30,69256.94629,1363.449951,2023-08-03 13:15:00+05:30,68674.45117,1351.800049
2023-08-03 14:15:00+05:30,68888.05236,1365.150024,2023-08-03 15:15:00+05:30,68876.80053,1364.699951
2023-08-04 09:15:00+05:30,69301.80053,1381.699951,2023-08-04 10:15:00+05:30,68993.05114,1369.349976
2023-08-04 10:15:00+05:30,70169.44629,1369.349976,2023-08-04 11:15:00+05:30,69235.09998,1378.050049
2023-08-04 12:15:00+05:30,69335.09998,1380.050049,2023-08-04 15:15:00+05:30,69232.59753,1378
2023-08-07 09:15:00+05:30,69360.09998,1380.550049,2023-08-07 10:15:00+05:30,69205.09509,1377.449951
2023-08-07 15:15:00+05:30,70032.59753,1394,2023-08-08 09:15:00+05:30,69672.59998,1386.800049
2023-08-08 11:15:00+05:30,69890.09875,1391.150024,2023-08-08 13:15:00+05:30,69807.59753,1389.5
2023-08-08 14:15:00+05:30,69832.59753,1390,2023-08-09 09:15:00+05:30,69755.09509,1388.449951
2023-08-09 10:15:00+05:30,69845.09753,1390.25,2023-08-09 11:15:00+05:30,69755.09509,1388.449951
2023-08-09 14:15:00+05:30,70072.59998,1394.800049,2023-08-10 09:15:00+05:30,69910.09998,1391.550049
2023-08-10 10:15:00+05:30,69917.59509,1391.699951,2023-08-10 11:15:00+05:30,69842.6012,1390.349976
2023-08-10 12:15:00+05:30,69987.60242,1393.25,2023-08-11 11:15:00+05:30,68875.10242,1371
2023-08-11 13:15:00+05:30,69155.1012,1376.599976,2023-08-11 14:15:00+05:30,68830.1012,1370.099976
2023-08-14 09:15:00+05:30,69351.46869,1377.900024,2023-08-14 10:15:00+05:30,69155.2193,1370.050049
2023-08-14 14:15:00+05:30,69755.2193,1394.050049,2023-08-14 15:15:00+05:30,69742.7193,1393.550049
2023-08-16 09:15:00+05:30,70175.21747,1410.849976,2023-08-16 09:15:00+05:30,70002.60486,1410.849976
2023-08-16 12:15:00+05:30,70375.00366,1418.449951,2023-08-16 13:15:00+05:30,70321.10486,1417.349976
2023-08-16 14:15:00+05:30,70411.75366,1419.199951,2023-08-17 09:15:00+05:30,69951.15845,1409.800049
2023-08-17 11:15:00+05:30,70272.10486,1416.349976,2023-08-17 12:15:00+05:30,70105.50366,1412.949951
2023-08-17 13:15:00+05:30,70208.40845,1415.050049,2023-08-17 14:15:00+05:30,70024.65845,1411.300049
2023-08-18 09:15:00+05:30,70585.9585,1394.300049,2023-08-18 10:15:00+05:30,70393.45361,1390.449951
2023-08-18 11:15:00+05:30,70545.95605,1393.5,2023-08-18 15:15:00+05:30,69997.02172,1387
2023-08-21 12:15:00+05:30,70380.77111,1402.349976,2023-08-21 13:15:00+05:30,70360.77294,1401.550049
2023-08-21 14:15:00+05:30,70495.7705,1406.949951,2023-08-22 10:15:00+05:30,70312.02111,1399.599976
2023-08-22 11:15:00+05:30,70943.45972,1401.300049,2023-08-22 13:15:00+05:30,70930.95972,1401.050049
2023-08-23 09:15:00+05:30,71415.95728,1410.75,2023-08-23 11:15:00+05:30,71255.95972,1407.550049
2023-08-23 12:15:00+05:30,71370.95605,1409.849976,2023-08-23 13:15:00+05:30,71230.95972,1407.050049
2023-08-23 14:15:00+05:30,71258.45605,1407.599976,2023-08-23 15:15:00+05:30,71228.45728,1407
2023-08-24 09:15:00+05:30,71788.45483,1418.199951,2023-08-24 10:15:00+05:30,71725.95483,1416.949951
2023-08-24 12:15:00+05:30,71888.45483,1420.199951,2023-08-24 13:15:00+05:30,71863.45483,1419.699951
2023-08-24 14:15:00+05:30,72100.95483,1424.449951,2023-08-25 09:15:00+05:30,71678.45728,1416
2023-08-25 10:15:00+05:30,71778.45728,1418,2023-08-25 11:15:00+05:30,71630.95972,1415.050049
2023-08-25 14:15:00+05:30,71900.95483,1420.449951,2023-08-28 09:15:00+05:30,71665.95728,1415.75
2023-08-28 10:15:00+05:30,71830.95972,1419.050049,2023-08-28 11:15:00+05:30,71828.45728,1419
2023-08-28 12:15:00+05:30,71878.45728,1420,2023-08-28 14:15:00+05:30,71638.45483,1415.199951
2023-08-29 10:15:00+05:30,71918.45972,1420.800049,2023-08-29 11:15:00+05:30,71843.45972,1419.800049
2023-08-29 12:15:00+05:30,71905.95972,1421.050049,2023-08-29 14:15:00+05:30,71715.95728,1417.25
2023-08-30 14:15:00+05:30,72608.45605,1435.099976,2023-08-30 15:15:00+05:30,72603.45728,1435
2023-08-31 09:15:00+05:30,73000.95483,1442.949951,2023-08-31 10:15:00+05:30,72893.45972,1440.800049
2023-08-31 11:15:00+05:30,72958.45605,1442.099976,2023-09-01 09:15:00+05:30,72448.4585,1431.900024
2023-09-01 13:15:00+05:30,73103.45728,1445,2023-09-04 09:15:00+05:30,72743.45972,1437.800049
2023-09-04 11:15:00+05:30,73553.84855,1454.900024,2023-09-04 12:15:00+05:30,73542.59672,1454.449951
2023-09-05 14:15:00+05:30,74823.4585,1478.949951,2023-09-06 10:15:00+05:30,74363.46094,1469.75
2023-09-06 11:15:00+05:30,74375.96094,1470,2023-09-06 12:15:00+05:30,74175.96094,1466
2023-09-06 14:15:00+05:30,74785.9585,1478.199951,2023-09-07 10:15:00+05:30,74350.96094,1469.5
2023-09-07 11:15:00+05:30,74355.95972,1469.599976,2023-09-07 12:15:00+05:30,74035.9585,1463.199951
2023-09-07 13:15:00+05:30,74158.46216,1465.650024,2023-09-07 14:15:00+05:30,74053.46338,1463.550049
2023-09-08 09:15:00+05:30,74410.9585,1470.699951,2023-09-08 10:15:00+05:30,74213.46094,1466.75
2023-09-08 11:15:00+05:30,74413.46094,1470.75,2023-09-08 12:15:00+05:30,74113.46094,1468.75
2023-09-11 10:15:00+05:30,74445.96216,1475.400024,2023-09-11 11:15:00+05:30,74428.46338,1475.050049
2023-09-11 12:15:00+05:30,74455.95972,1475.25,2023-09-11 13:15:00+05:30,74230.95972,1470.75
2023-09-11 14:15:00+05:30,74588.46094,1477.900024,2023-09-11 15:15:00+05:30,74515.95728,1476.449951
2023-09-12 09:15:00+05:30,74918.45972,1484.5,2023-09-12 10:15:00+05:30,74823.4585,1482.599976
2023-09-12 12:15:00+05:30,75463.46094,1495.400024,2023-09-12 13:15:00+05:30,75448.4585,1495.099976
2023-09-12 15:15:00+05:30,75748.4585,1501.099976,2023-09-13 10:15:00+05:30,75368.45972,1493.5
2023-09-13 12:15:00+05:30,75778.45728,1501.699951,2023-09-13 15:15:00+05:30,75593.45972,1498
2023-09-14 09:15:00+05:30,75935.9585,1504.849976,2023-09-14 10:15:00+05:30,75915.95728,1504.449951
2023-09-14 11:15:00+05:30,75943.45972,1505,2023-09-14 12:15:00+05:30,75933.46216,1504.800049
2023-09-14 14:15:00+05:30,76040.95728,1506.949951,2023-09-14 15:15:00+05:30,75950.96094,1505.150024
2023-09-15 11:15:00+05:30,76455.95972,1515.25,2023-09-15 13:15:00+05:30,76258.46216,1511.300049
2023-09-15 15:15:00+05:30,76273.4585,1511.599976,2023-09-18 10:15:00+05:30,75358.46216,1493.300049
2023-09-18 11:15:00+05:30,75438.46094,1494.900024,2023-09-18 13:15:00+05:30,75223.4585,1490.599976
2023-09-18 14:15:00+05:30,75313.46094,1492.400024,2023-09-20 09:15:00+05:30,74668.45972,1479.5
2023-09-20 15:15:00+05:30,75009.83594,1490.25,2023-09-21 09:15:00+05:30,74688.58655,1477.400024
2023-09-21 14:15:00+05:30,75768.45972,1501.849976,2023-09-22 09:15:00+05:30,75135.9585,1489.199951
2023-09-22 12:15:00+05:30,75913.46094,1504.75,2023-09-22 13:15:00+05:30,75425.96094,1495
2023-09-22 14:15:00+05:30,75463.46094,1495.75,2023-09-22 15:15:00+05:30,75425.96094,1495
2023-09-25 09:15:00+05:30,75995.30969,1476.849976,2023-09-25 10:15:00+05:30,75788.76343,1472.800049
2023-09-25 12:15:00+05:30,76252.86218,1481.900024,2023-09-25 14:15:00+05:30,75847.40845,1473.949951
2023-09-25 15:15:00+05:30,75857.61218,1474.150024,2023-09-26 12:15:00+05:30,75286.40845,1462.949951
2023-09-26 13:15:00+05:30,75324.65845,1463.699951,2023-09-26 14:15:00+05:30,75146.15845,1460.199951
2023-09-26 15:15:00+05:30,75181.86218,1460.900024,2023-09-27 09:15:00+05:30,74702.46094,1451.5
2023-09-27 10:15:00+05:30,74822.30969,1453.849976,2023-09-27 11:15:00+05:30,74816.08094,1463.599976
2023-09-27 12:15:00+05:30,74912.33033,1467.449951,2023-09-27 14:15:00+05:30,74867.33216,1465.650024
2023-09-27 15:15:00+05:30,74948.58216,1468.900024,2023-09-28 12:15:00+05:30,74381.08033,1446.199951
2023-09-28 13:15:00+05:30,74398.58216,1446.900024,2023-09-28 14:15:00+05:30,74173.58216,1437.900024
2023-09-28 15:15:00+05:30,74323.58216,1443.900024,2023-09-29 09:15:00+05:30,73806.08033,1423.199951
2023-09-29 11:15:00+05:30,74182.33155,1438.25,2023-09-29 12:15:00+05:30,74149.83033,1436.949951
2023-09-29 13:15:00+05:30,74296.08277,1442.800049,2023-10-03 10:15:00+05:30,73827.33277,1424.050049
2023-10-03 12:15:00+05:30,74049.83033,1432.949951,2023-10-03 13:15:00+05:30,73993.58033,1430.699951
2023-10-03 14:15:00+05:30,74092.33216,1434.650024,2023-10-04 09:15:00+05:30,73851.08155,1425
2023-10-04 10:15:00+05:30,74012.33033,1431.449951,2023-10-04 12:15:00+05:30,73838.58155,1424.5
2023-10-04 15:15:00+05:30,74474.83033,1449.949951,2023-10-04 15:15:00+05:30,74376.05969,1449.949951
2023-10-05 09:15:00+05:30,74766.21094,1457.599976,2023-10-05 12:15:00+05:30,73296.11096,1457.349976
2023-10-05 14:15:00+05:30,73596.11096,1463.349976,2023-10-05 15:15:00+05:30,73483.61096,1461.099976
2023-10-06 10:15:00+05:30,74011.1134,1471.650024,2023-10-06 11:15:00+05:30,72960.86218,1480.25
2023-10-06 12:15:00+05:30,72965.76099,1480.349976,2023-10-06 13:15:00+05:30,72703.61218,1475
2023-10-06 14:15:00+05:30,72938.81458,1479.800049,2023-10-06 15:15:00+05:30,72884.90979,1478.699951
2023-10-09 09:15:00+05:30,73232.81458,1485.800049,2023-10-09 11:15:00+05:30,72919.21338,1479.400024
2023-10-09 12:15:00+05:30,72948.61218,1480,2023-10-10 09:15:00+05:30,71804.61218,1487
2023-10-10 10:15:00+05:30,72111.81335,1493.400024,2023-10-10 11:15:00+05:30,71888.61218,1488.75
2023-10-10 14:15:00+05:30,72231.81335,1495.900024,2023-10-11 09:15:00+05:30,71304.61218,1508
2023-10-11 10:15:00+05:30,71382.16333,1509.650024,2023-10-11 12:15:00+05:30,70559.66333,1492.150024
2023-10-11 13:15:00+05:30,70914.50989,1499.699951,2023-10-12 09:15:00+05:30,69955.71448,1479.300049
2023-10-12 11:15:00+05:30,70343.46448,1487.550049,2023-10-13 09:15:00+05:30,67326.06104,1423.349976
2023-10-13 10:15:00+05:30,67554.07298,1430.050049,2023-10-13 11:15:00+05:30,67435.62242,1424.900024
2023-10-16 10:15:00+05:30,67828.92185,1442,2023-10-16 11:15:00+05:30,67698.97129,1436.349976
2023-10-16 13:15:00+05:30,67713.92185,1437,2023-10-16 15:15:00+05:30,67552.92185,1430
2023-10-17 12:15:00+05:30,68468.16333,1451,2023-10-17 13:15:00+05:30,67998.16333,1441
2023-10-17 15:15:00+05:30,68092.16333,1443,2023-10-18 12:15:00+05:30,66874.56445,1447.900024
2023-10-18 13:15:00+05:30,67051.66333,1451.75,2023-10-18 14:15:00+05:30,66492.76221,1439.599976
2023-10-18 15:15:00+05:30,66536.46558,1440.550049,2023-10-19 09:15:00+05:30,66145.46558,1432.050049
2023-10-19 12:15:00+05:30,66370.86108,1436.949951,2023-10-19 14:15:00+05:30,66212.16333,1433.5
2023-10-19 15:15:00+05:30,66225.96558,1433.800049,2023-10-20 09:15:00+05:30,66101.76221,1431.099976
2023-10-20 10:15:00+05:30,66327.16333,1436,2023-10-20 12:15:00+05:30,66055.76221,1430.099976
2023-10-20 13:15:00+05:30,66108.66333,1431.25,2023-10-20 15:15:00+05:30,65887.86108,1426.449951
2023-10-23 09:15:00+05:30,65901.66333,1426.75,2023-10-23 11:15:00+05:30,65499.16333,1418
2023-10-23 12:15:00+05:30,65540.56445,1418.900024,2023-10-23 14:15:00+05:30,64979.36108,1406.699951
2023-10-23 15:15:00+05:30,65085.16333,1409,2023-10-25 14:15:00+05:30,63038.53203,1370.599976
2023-10-25 15:15:00+05:30,63070.73259,1372,2023-10-26 10:15:00+05:30,62777.48259,1359.25
