Date,Total Cash,Close Price
2023-07-07 13:15:00+05:30,86778.7572,1333.050049
2023-07-07 15:15:00+05:30,86515.50403,1329
2023-07-10 12:15:00+05:30,86731.38883,1338.099976
2023-07-11 09:15:00+05:30,86952.18962,1345
2023-07-11 11:15:00+05:30,87519.75085,1345.550049
2023-07-11 13:15:00+05:30,86314.99768,1347.75
2023-07-13 12:15:00+05:30,75708.745,1367.050049
2023-07-13 15:15:00+05:30,75705.99231,1367
2023-07-14 12:15:00+05:30,76552.99231,1408
2023-07-14 15:15:00+05:30,76149.33972,1426.949951
2023-07-17 12:15:00+05:30,76077.79102,1425.599976
2023-07-17 14:15:00+05:30,76048.6449,1425.050049
2023-07-18 10:15:00+05:30,75871.59485,1449.050049
2023-07-18 12:15:00+05:30,75918.38977,1449.949951
2023-07-18 15:15:00+05:30,75796.99231,1476
2023-07-19 12:15:00+05:30,75677.14355,1473.650024
2023-07-19 15:15:00+05:30,75847.99231,1477
2023-07-20 12:15:00+05:30,75806.59485,1447.800049
2023-07-20 14:15:00+05:30,75920.99231,1450
2023-07-24 09:15:00+05:30,69938.07959,1340.400024
2023-07-24 14:15:00+05:30,69862.67896,1337.5
2023-07-25 11:15:00+05:30,69956.59485,1339.949951
2023-07-25 15:15:00+05:30,69732.99866,1335.650024
2023-07-26 11:15:00+05:30,68909.8949,1345.699951
2023-07-26 12:15:00+05:30,68950.70361,1347.550049
2023-07-26 15:15:00+05:30,67675.65112,1349
2023-07-27 11:15:00+05:30,66836.25232,1359.400024
2023-07-27 15:15:00+05:30,66596.15112,1354.5
2023-07-28 14:15:00+05:30,65959.15112,1341.5
2023-07-31 11:15:00+05:30,66184.39276,1352.449951
2023-07-31 14:15:00+05:30,66251.59394,1355.25
2023-08-01 09:15:00+05:30,66532.44873,1363.5
2023-08-01 12:15:00+05:30,66676.44873,1366.5
2023-08-02 10:15:00+05:30,67621.54993,1357.900024
2023-08-02 14:15:00+05:30,68979.44995,1357.900024
2023-08-03 10:15:00+05:30,69256.94629,1363.449951
2023-08-03 14:15:00+05:30,68888.05236,1365.150024
2023-08-04 09:15:00+05:30,69301.80053,1381.699951
2023-08-04 10:15:00+05:30,70169.44629,1369.349976
2023-08-04 12:15:00+05:30,69335.09998,1380.050049
2023-08-07 09:15:00+05:30,69360.09998,1380.550049
2023-08-07 15:15:00+05:30,70032.59753,1394
2023-08-08 11:15:00+05:30,69890.09875,1391.150024
2023-08-08 14:15:00+05:30,69832.59753,1390
2023-08-09 10:15:00+05:30,69845.09753,1390.25
2023-08-09 14:15:00+05:30,70072.59998,1394.800049
2023-08-10 10:15:00+05:30,69917.59509,1391.699951
2023-08-10 12:15:00+05:30,69987.60242,1393.25
2023-08-11 13:15:00+05:30,69155.1012,1376.599976
2023-08-14 09:15:00+05:30,69351.46869,1377.900024
2023-08-14 14:15:00+05:30,69755.2193,1394.050049
2023-08-16 09:15:00+05:30,70175.21747,1410.849976
2023-08-16 12:15:00+05:30,70375.00366,1418.449951
2023-08-16 14:15:00+05:30,70411.75366,1419.199951
2023-08-17 11:15:00+05:30,70272.10486,1416.349976
2023-08-17 13:15:00+05:30,70208.40845,1415.050049
2023-08-18 09:15:00+05:30,70585.9585,1394.300049
2023-08-18 11:15:00+05:30,70545.95605,1393.5
2023-08-21 12:15:00+05:30,70380.77111,1402.349976
2023-08-21 14:15:00+05:30,70495.7705,1406.949951
2023-08-22 11:15:00+05:30,70943.45972,1401.300049
2023-08-23 09:15:00+05:30,71415.95728,1410.75
2023-08-23 12:15:00+05:30,71370.95605,1409.849976
2023-08-23 14:15:00+05:30,71258.45605,1407.599976
2023-08-24 09:15:00+05:30,71788.45483,1418.199951
2023-08-24 12:15:00+05:30,71888.45483,1420.199951
2023-08-24 14:15:00+05:30,72100.95483,1424.449951
2023-08-25 10:15:00+05:30,71778.45728,1418
2023-08-25 14:15:00+05:30,71900.95483,1420.449951
2023-08-28 10:15:00+05:30,71830.95972,1419.050049
2023-08-28 12:15:00+05:30,71878.45728,1420
2023-08-29 10:15:00+05:30,71918.45972,1420.800049
2023-08-29 12:15:00+05:30,71905.95972,1421.050049
2023-08-30 14:15:00+05:30,72608.45605,1435.099976
2023-08-31 09:15:00+05:30,73000.95483,1442.949951
2023-08-31 11:15:00+05:30,72958.45605,1442.099976
2023-09-01 13:15:00+05:30,73103.45728,1445
2023-09-04 11:15:00+05:30,73553.84855,1454.900024
2023-09-05 14:15:00+05:30,74823.4585,1478.949951
2023-09-06 11:15:00+05:30,74375.96094,1470
2023-09-06 14:15:00+05:30,74785.9585,1478.199951
2023-09-07 11:15:00+05:30,74355.95972,1469.599976
2023-09-07 13:15:00+05:30,74158.46216,1465.650024
2023-09-08 09:15:00+05:30,74410.9585,1470.699951
2023-09-08 11:15:00+05:30,74413.46094,1470.75
2023-09-11 10:15:00+05:30,74445.96216,1475.400024
2023-09-11 12:15:00+05:30,74455.95972,1475.25
2023-09-11 14:15:00+05:30,74588.46094,1477.900024
2023-09-12 09:15:00+05:30,74918.45972,1484.5
2023-09-12 12:15:00+05:30,75463.46094,1495.400024
2023-09-12 15:15:00+05:30,75748.4585,1501.099976
2023-09-13 12:15:00+05:30,75778.45728,1501.699951
2023-09-14 09:15:00+05:30,75935.9585,1504.849976
2023-09-14 11:15:00+05:30,75943.45972,1505
2023-09-14 14:15:00+05:30,76040.95728,1506.949951
2023-09-15 11:15:00+05:30,76455.95972,1515.25
2023-09-15 15:15:00+05:30,76273.4585,1511.599976
2023-09-18 11:15:00+05:30,75438.46094,1494.900024
2023-09-18 14:15:00+05:30,75313.46094,1492.400024
2023-09-20 15:15:00+05:30,75009.83594,1490.25
2023-09-21 14:15:00+05:30,75768.45972,1501.849976
2023-09-22 12:15:00+05:30,75913.46094,1504.75
2023-09-22 14:15:00+05:30,75463.46094,1495.75
2023-09-25 09:15:00+05:30,75995.30969,1476.849976
2023-09-25 12:15:00+05:30,76252.86218,1481.900024
2023-09-25 15:15:00+05:30,75857.61218,1474.150024
2023-09-26 13:15:00+05:30,75324.65845,1463.699951
2023-09-26 15:15:00+05:30,75181.86218,1460.900024
2023-09-27 10:15:00+05:30,74822.30969,1453.849976
2023-09-27 12:15:00+05:30,74912.33033,1467.449951
2023-09-27 15:15:00+05:30,74948.58216,1468.900024
2023-09-28 13:15:00+05:30,74398.58216,1446.900024
2023-09-28 15:15:00+05:30,74323.58216,1443.900024
2023-09-29 11:15:00+05:30,74182.33155,1438.25
2023-09-29 13:15:00+05:30,74296.08277,1442.800049
2023-10-03 12:15:00+05:30,74049.83033,1432.949951
2023-10-03 14:15:00+05:30,74092.33216,1434.650024
2023-10-04 10:15:00+05:30,74012.33033,1431.449951
2023-10-04 15:15:00+05:30,74474.83033,1449.949951
2023-10-05 09:15:00+05:30,74766.21094,1457.599976
2023-10-05 14:15:00+05:30,73596.11096,1463.349976
2023-10-06 10:15:00+05:30,74011.1134,1471.650024
2023-10-06 12:15:00+05:30,72965.76099,1480.349976
2023-10-06 14:15:00+05:30,72938.81458,1479.800049
2023-10-09 09:15:00+05:30,73232.81458,1485.800049
2023-10-09 12:15:00+05:30,72948.61218,1480
2023-10-10 10:15:00+05:30,72111.81335,1493.400024
2023-10-10 14:15:00+05:30,72231.81335,1495.900024
2023-10-11 10:15:00+05:30,71382.16333,1509.650024
2023-10-11 13:15:00+05:30,70914.50989,1499.699951
2023-10-12 11:15:00+05:30,70343.46448,1487.550049
2023-10-13 10:15:00+05:30,67554.07298,1430.050049
2023-10-16 10:15:00+05:30,67828.92185,1442
2023-10-16 13:15:00+05:30,67713.92185,1437
2023-10-17 12:15:00+05:30,68468.16333,1451
2023-10-17 15:15:00+05:30,68092.16333,1443
2023-10-18 13:15:00+05:30,67051.66333,1451.75
2023-10-18 15:15:00+05:30,66536.46558,1440.550049
2023-10-19 12:15:00+05:30,66370.86108,1436.949951
2023-10-19 15:15:00+05:30,66225.96558,1433.800049
2023-10-20 10:15:00+05:30,66327.16333,1436
2023-10-20 13:15:00+05:30,66108.66333,1431.25
2023-10-23 09:15:00+05:30,65901.66333,1426.75
2023-10-23 12:15:00+05:30,65540.56445,1418.900024
2023-10-23 15:15:00+05:30,65085.16333,1409
2023-10-25 15:15:00+05:30,63070.73259,1372
2023-10-26 12:15:00+05:30,62978.73259,1368
2023-10-27 11:15:00+05:30,63328.33146,1383.199951
2023-10-27 15:15:00+05:30,63889.16333,1381.050049
2023-10-30 10:15:00+05:30,63615.45996,1375.099976
2023-10-30 15:15:00+05:30,63840.86108,1380
2023-10-31 12:15:00+05:30,63300.36108,1368.25
2023-10-31 14:15:00+05:30,63424.55884,1370.949951
2023-11-01 10:15:00+05:30,63440.66333,1371.300049
2023-11-01 13:15:00+05:30,62950.76221,1360.650024
2023-11-02 09:15:00+05:30,63117.14877,1366.550049
2023-11-02 13:15:00+05:30,63176.94821,1369.150024
2023-11-03 12:15:00+05:30,64181.26782,1389.550049
2023-11-03 14:15:00+05:30,64201.96558,1390
2023-11-06 11:15:00+05:30,63048.21558,1395.25
2023-11-07 10:15:00+05:30,61881.76343,1400.449951
2023-11-07 13:15:00+05:30,62084.16772,1405.050049
2023-11-07 15:15:00+05:30,62051.16772,1404.300049
2023-11-08 11:15:00+05:30,61978.56665,1402.650024
2023-11-09 12:15:00+05:30,61157.96558,1384
2023-11-09 15:15:00+05:30,60849.96558,1377
2023-11-10 11:15:00+05:30,60330.76343,1365.199951
2023-11-13 09:15:00+05:30,60894.63661,1381.349976
2023-11-13 13:15:00+05:30,60816.53822,1377.800049
2023-11-15 13:15:00+05:30,60625.36768,1403.800049
2023-11-16 15:15:00+05:30,55133.96558,1444
2023-11-17 10:15:00+05:30,55236.56372,1446.699951
2023-11-17 12:15:00+05:30,55046.56372,1441.699951
2023-11-20 09:15:00+05:30,55071.26465,1442.349976
2023-11-20 11:15:00+05:30,54932.56372,1438.699951
2023-11-21 09:15:00+05:30,54930.64472,1443
2023-11-21 11:15:00+05:30,54930.64472,1443
2023-11-22 11:15:00+05:30,55175.76465,1447
2023-11-22 13:15:00+05:30,55151.06372,1446.349976
2023-11-23 10:15:00+05:30,54180.16284,1459.199951
2023-11-23 13:15:00+05:30,54109.86646,1457.300049
2023-11-23 15:15:00+05:30,53867.51465,1450.75
2023-11-24 14:15:00+05:30,53392.06555,1437.900024
2023-11-28 11:15:00+05:30,53201.51465,1432.75
2023-11-28 14:15:00+05:30,53474.76874,1443.199951
2023-11-29 09:15:00+05:30,53764.5705,1459.300049
2023-11-29 11:15:00+05:30,54082.11646,1457.400024
2023-11-29 14:15:00+05:30,54178.31555,1460
2023-12-01 11:15:00+05:30,50920.5647,1450.349976
2023-12-04 10:15:00+05:30,51237.61316,1466.650024
2023-12-04 13:15:00+05:30,51167.06274,1462.5
2023-12-04 14:15:00+05:30,51200.36218,1464.449951
2023-12-05 11:15:00+05:30,53483.06384,1446.5
2023-12-05 14:15:00+05:30,53787.26208,1454.949951
2023-12-06 10:15:00+05:30,53959.37537,1465.099976
2023-12-07 10:15:00+05:30,55784.26294,1469.599976
2023-12-08 09:15:00+05:30,57487.56384,1475.75
2023-12-08 11:15:00+05:30,57738.36292,1482.349976
2023-12-11 11:15:00+05:30,59503.46289,1489.599976
2023-12-11 13:15:00+05:30,59519.06384,1490
2023-12-12 12:15:00+05:30,63342.26282,1474.599976
2023-12-12 14:15:00+05:30,63409.46179,1476.199951
2023-12-13 14:15:00+05:30,62098.14307,1449.099976
2023-12-15 10:15:00+05:30,65233.86487,1565
2023-12-15 12:15:00+05:30,65170.31287,1563.449951
2023-12-15 14:15:00+05:30,65840.66687,1579.800049
2023-12-18 10:15:00+05:30,65674.61487,1575.75
2023-12-19 09:15:00+05:30,66093.26282,1548.199951
2023-12-19 12:15:00+05:30,66660.26282,1561.699951
2023-12-20 09:15:00+05:30,66726.55237,1577.650024
2023-12-21 09:15:00+05:30,65837.06384,1539.800049
2023-12-21 12:15:00+05:30,65984.06384,1543.300049
2023-12-21 15:15:00+05:30,65847.56384,1540.050049
2023-12-22 11:15:00+05:30,65765.34679,1545
2023-12-22 14:15:00+05:30,66095.04577,1560.699951
2023-12-26 10:15:00+05:30,67660.35767,1546.099976
2023-12-27 09:15:00+05:30,68303.21082,1561.050049
2023-12-27 14:15:00+05:30,68324.19762,1568.449951
2023-12-28 12:15:00+05:30,67961.35767,1563.599976
2023-12-28 15:15:00+05:30,67920.50977,1562.650024
2023-12-29 11:15:00+05:30,67161.55872,1545
2023-12-29 13:15:00+05:30,67140.05872,1544.5
2023-12-29 15:15:00+05:30,67054.05872,1542.5
2024-01-01 10:15:00+05:30,66998.58357,1547.449951
2024-01-01 13:15:00+05:30,67157.1346,1555
2024-01-02 14:15:00+05:30,66720.33357,1534.199951
2024-01-03 11:15:00+05:30,66050.43562,1502.300049
2024-01-04 09:15:00+05:30,66095.58357,1504.449951
2024-01-04 12:15:00+05:30,66238.3846,1511.25
2024-01-04 14:15:00+05:30,66287.73409,1513.599976
2024-01-05 10:15:00+05:30,66740.28511,1535.150024
2024-01-05 12:15:00+05:30,66320.90662,1530.099976
2024-01-05 14:15:00+05:30,66484.30872,1533.900024
2024-01-08 11:15:00+05:30,66045.70557,1523.699951
2024-01-08 13:15:00+05:30,66000.55872,1522.650024
2024-01-09 11:15:00+05:30,65626.60767,1550
2024-01-09 15:15:00+05:30,64757.20972,1529.300049
2024-01-10 10:15:00+05:30,64572.40869,1524.900024
2024-01-10 14:15:00+05:30,64366.60767,1520
2024-01-11 11:15:00+05:30,63673.60767,1503.5
2024-01-12 11:15:00+05:30,67760.20972,1610.849976
2024-01-12 13:15:00+05:30,67680.40869,1608.949951
2024-01-15 14:15:00+05:30,61191.51074,1651
2024-01-16 10:15:00+05:30,60951.01074,1644.5
2024-01-17 13:15:00+05:30,57630.50989,1643.599976
2024-01-18 10:15:00+05:30,57523.76245,1640.550049
2024-01-18 12:15:00+05:30,57557.01074,1641.5
2024-01-18 14:15:00+05:30,55865.30994,1642.699951
2024-01-23 10:15:00+05:30,48439.16089,1669.849976
2024-01-23 12:15:00+05:30,48241.96301,1663.050049
2024-01-24 11:15:00+05:30,44579.71094,1650.599976
2024-01-24 14:15:00+05:30,43442.11385,1677.949951
2024-01-25 11:15:00+05:30,43394.71444,1674
2024-01-25 15:15:00+05:30,41818.51038,1666
2024-01-29 11:15:00+05:30,41618.51038,1658
2024-01-30 09:15:00+05:30,42220.66577,1685.650024
2024-01-30 15:15:00+05:30,41834.86548,1653.5
2024-01-31 09:15:00+05:30,41474.76038,1654.650024
2024-02-01 09:15:00+05:30,38269.95533,1672.099976
2024-02-01 13:15:00+05:30,38146.75587,1660.900024
2024-02-01 15:15:00+05:30,36689.01245,1657.050049
2024-02-02 10:15:00+05:30,35933.91138,1700
2024-02-02 13:15:00+05:30,34131.91187,1694.900024
2024-02-05 11:15:00+05:30,34206.91187,1698.650024
2024-02-06 13:15:00+05:30,33082.06091,1728.849976
2024-02-06 15:15:00+05:30,33093.46045,1729.449951
2024-02-07 13:15:00+05:30,32494.01184,1697.900024
2024-02-08 09:15:00+05:30,32437.01184,1694.900024
2024-02-08 12:15:00+05:30,32370.51184,1691.400024
2024-02-08 15:15:00+05:30,32400.91138,1693
2024-02-09 13:15:00+05:30,32147.18777,1675
