Signal,Date,Close Price,Shares Bought,Profit/Loss,Investment,Remaining Cash,Hold,Total Cash,SMA1,SMA2,Percentage Difference,Highest Average Percentage,Lowest Average Percentage,Charge,Charge Value,% Diff,High Avg %,Low Avg %
No Signal,2024-01-03 14:30:00-05:00,469.5100098,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
No Signal,2024-01-03 15:30:00-05:00,470.3099976,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
No Signal,2024-01-04 09:30:00-05:00,472.1099854,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
No Signal,2024-01-04 10:30:00-05:00,478.4750061,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
No Signal,2024-01-04 11:30:00-05:00,477.1300049,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
No Signal,2024-01-04 12:30:00-05:00,477.9812012,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
No Signal,2024-01-04 13:30:00-05:00,474.9100037,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
No Signal,2024-01-04 14:30:00-05:00,475.9899902,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
No Signal,2024-01-04 15:30:00-05:00,474.6700134,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
No Signal,2024-01-05 09:30:00-05:00,475.1400146,0,0,0,100000,,100000,12,17,,0.498866494,3.49226357,,,,0.498866494,3.49226357
