Signal,Date,Close Price,Shares Bought,Profit/Loss,Investment,Remaining Cash,Hold,Total Cash,SMA1,SMA2
Initial,2024-01-02 09:30:00-05:00,471.5,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-02 10:30:00-05:00,472.29998779296875,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-02 11:30:00-05:00,470.6099853515625,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-02 12:30:00-05:00,469.1000061035156,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-02 13:30:00-05:00,465.0400085449219,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-02 14:30:00-05:00,464.2550048828125,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-02 15:30:00-05:00,468.3999938964844,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-03 09:30:00-05:00,472.3800048828125,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-03 10:30:00-05:00,471.32000732421875,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-03 11:30:00-05:00,471.260009765625,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-03 12:30:00-05:00,472.2300109863281,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-03 13:30:00-05:00,472.2049865722656,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-03 14:30:00-05:00,469.510009765625,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-03 15:30:00-05:00,470.30999755859375,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-04 09:30:00-05:00,472.1099853515625,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-04 10:30:00-05:00,478.4750061035156,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-04 11:30:00-05:00,477.1300048828125,0,0.0,0.0,100000.0,None,100000.0,12,17
No Signal,2024-01-04 12:30:00-05:00,477.981201171875,0,0.0,0.0,100000.0,None,100000.0,12,17
