Signal,Date,Close Price,Shares Bought,Profit/Loss,Investment,Remaining Cash,Hold,Total Cash,SMA1,SMA2,Percentage Difference,Charge Value,Charge,% Diff,High Avg %,Low Avg %
Short Sell,2023-03-03 11:15:00+05:30,40.38000107,2278,-20.91721725,91985.64243,32.01599121,Sell Hold,91996.74121,12,17,-0.022734485,,,-0.022734488,0.370337122,2.667433764
Short Sell,2023-03-03 13:15:00+05:30,40.20000076,2288,-8.040687561,91977.60175,19.13946152,Sell Hold,91988.70052,12,17,-0.008741242,,,-0.008741234,0.370337122,2.667433764
Short Sell,2023-03-03 14:15:00+05:30,40.25,2285,-6.351745605,91971.25,17.45051956,Sell Hold,91982.34877,12,17,-0.006905753,,,-0.006905757,0.370337122,2.667433764
Short Sell,2023-03-03 15:15:00+05:30,40.25999832,2284,-17.41383362,91953.83617,28.51260757,Sell Hold,91964.93494,12,17,-0.018933997,,,-0.018933993,0.370337122,2.667433764
Short Sell,2023-03-06 09:15:00+05:30,41.15000153,2234,-24.73275757,91929.10341,35.83153152,Sell Hold,91940.20218,12,17,-0.026896929,,,-0.026896931,0.370337122,2.667433764
Short Sell,2023-03-06 10:15:00+05:30,40.52999878,2268,-7.066177368,91922.03723,18.16495132,Sell Hold,91933.13601,12,17,-0.007686551,,,-0.007686554,0.370337122,2.667433764
Short Sell,2023-03-06 11:15:00+05:30,40.70000076,2258,-21.43550873,91900.60172,32.53428268,Sell Hold,91911.7005,12,17,-0.023319227,,,-0.023319229,0.370337122,2.667433764
Short Sell,2023-03-06 12:15:00+05:30,40.38999939,2275,-13.35311127,91887.24861,24.45188522,Sell Hold,91898.34739,12,17,-0.01452995,,,-0.014529948,0.370337122,2.667433764
Short Sell,2023-03-06 13:15:00+05:30,40.54999924,2266,-0.950340271,91886.29827,12.04911423,Sell Hold,91897.39705,12,17,-0.001034246,,,-0.001034246,0.370337122,2.667433764
Short Sell,2023-03-06 14:15:00+05:30,40.49000168,2269,-14.48446274,91871.81381,25.58323669,Sell Hold,91882.91258,12,17,-0.015763463,,,-0.01576346,0.370337122,2.667433764
Short Sell,2023-03-06 15:15:00+05:30,40.52000046,2267,-12.97277069,91858.84104,24.07154465,Sell Hold,91869.93981,12,17,-0.014120512,,,-0.014120511,0.370337122,2.667433764
Short Sell,2023-03-08 09:15:00+05:30,40.50999832,2267,-22.67484283,91836.16619,33.77361679,Sell Hold,91847.26497,12,17,-0.024684443,,,-0.02468445,0.370337122,2.667433764
Short Sell,2023-03-08 10:15:00+05:30,40.50999832,2267,0,91836.16619,11.09877396,Sell Hold,91847.26497,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-03-08 12:15:00+05:30,40.66999817,2258,-3.310329437,91832.85587,14.40910339,Sell Hold,91843.95464,12,17,-0.003604603,,,-0.003604593,0.370337122,2.667433764
Short Sell,2023-03-08 13:15:00+05:30,40.45999908,2269,-29.11794281,91803.73792,40.21671677,Sell Hold,91814.8367,12,17,-0.031707544,,,-0.031707551,0.370337122,2.667433764
Short Sell,2023-03-08 14:15:00+05:30,40.81000137,2249,-22.04483414,91781.69309,33.14360809,Sell Hold,91792.79186,12,17,-0.024013003,,,-0.024012998,0.370337122,2.667433764
Short Sell,2023-03-08 15:15:00+05:30,40.81999969,2248,-18.33377457,91763.35931,29.43254852,Sell Hold,91774.45809,12,17,-0.019975416,,,-0.019975421,0.370337122,2.667433764
Short Sell,2023-03-09 09:15:00+05:30,40.75999832,2251,-12.60309219,91750.75622,23.70186615,Sell Hold,91761.855,12,17,-0.01373434,,,-0.013734338,0.370337122,2.667433764
Short Sell,2023-03-09 10:15:00+05:30,40.95999908,2240,-0.358272552,91750.39795,11.45704651,Sell Hold,91761.49672,12,17,-0.000390485,,,-0.000390482,0.370337122,2.667433764
Short Sell,2023-03-09 11:15:00+05:30,40.61000061,2259,-12.40657043,91737.99138,23.50534439,Sell Hold,91749.09015,12,17,-0.013522089,,,-0.013522088,0.370337122,2.667433764
Buy,2023-03-09 12:15:00+05:30,40.5,2265,0,91732.5,16.59015274,Buy,91743.59877,12,17,,0.6,550.395,,0.370337122,2.667433764
Buy Hold,2023-03-09 12:15:00+05:30,40.5,2265,0,91732.5,16.59015274,Buy Hold,91743.59877,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-03-09 13:15:00+05:30,40.40999985,2265,-203.8503456,91528.64965,16.59015274,Buy Hold,91539.74843,12,17,-0.222222599,,,-0.222222604,0.370337122,2.667433764
Sell,2023-03-09 13:15:00+05:30,40.40999985,0,0,0,90899.04788,Sell Hold,91539.74843,12,17,,0.7,640.7005476,,0.370337122,2.667433764
Short Sell,2023-03-09 13:15:00+05:30,40.40999985,2270,0,91730.69965,12.89912033,Sell Hold,91743.59877,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-03-09 14:15:00+05:30,40.88000107,2244,4.022743225,91734.7224,8.876377106,Sell Hold,91747.62152,12,17,0.004385384,,,0.004385391,0.370337122,2.667433764
Short Sell,2023-03-09 15:15:00+05:30,40.38999939,2271,-9.033782959,91725.68861,21.93290329,Sell Hold,91738.58773,12,17,-0.009847725,,,-0.009847732,0.370337122,2.667433764
Short Sell,2023-03-10 09:15:00+05:30,40.06999969,2289,-5.459312439,91720.2293,18.35843277,Sell Hold,91733.12842,12,17,-0.005951781,,,-0.005951779,0.370337122,2.667433764
Short Sell,2023-03-10 10:15:00+05:30,40.20000076,2281,-24.02756119,91696.20174,36.92668152,Sell Hold,91709.10086,12,17,-0.026196578,,,-0.026196576,0.370337122,2.667433764
Short Sell,2023-03-10 11:15:00+05:30,40.20000076,2281,0,91696.20174,12.89912033,Sell Hold,91709.10086,12,17,0,,,0,0.370337122,2.667433764
Buy,2023-03-10 12:15:00+05:30,40.08000183,2288,0,91703.04419,6.056671143,Buy,91715.94331,12,17,,0.6,550.2182651,,0.370337122,2.667433764
Buy Hold,2023-03-10 12:15:00+05:30,40.08000183,2288,0,91703.04419,6.056671143,Buy Hold,91715.94331,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-03-10 13:15:00+05:30,40.06000137,2288,-45.76104736,91657.28314,6.056671143,Buy Hold,91670.18226,12,17,-0.049901339,,,-0.049901342,0.370337122,2.667433764
Buy Hold,2023-03-10 14:15:00+05:30,40.13999939,2288,183.0354614,91840.3186,6.056671143,Buy Hold,91853.21772,12,17,0.199695491,,,0.199695489,0.370337122,2.667433764
Buy Hold,2023-03-13 09:15:00+05:30,40.34000015,1144,45691.35843,46148.96017,46155.01685,Buy Hold,92303.97702,12,17,0.498258012,,,-49.750871,0.370337122,2.667433764
Buy Hold,2023-03-13 10:15:00+05:30,40.13999939,1144,-228.8008728,45920.1593,6.056671143,Buy Hold,92075.17615,12,17,99.00842458,,,-0.495787704,0.370337122,2.667433764
Buy Hold,2023-03-13 11:15:00+05:30,40.20000076,1144,68.64157104,45988.80087,6.056671143,Buy Hold,92143.81772,12,17,100.2989605,,,0.149480252,0.370337122,2.667433764
Buy Hold,2023-03-13 12:15:00+05:30,40.22999954,1144,34.31860352,46023.11948,6.056671143,Buy Hold,92178.13632,12,17,100.1492477,,,0.074623842,0.370337122,2.667433764
Buy Hold,2023-03-13 13:15:00+05:30,40.09999847,1144,-148.7212219,45874.39825,6.056671143,Buy Hold,92029.4151,12,17,99.35371081,,,-0.32314461,0.370337122,2.667433764
Buy Hold,2023-03-13 14:15:00+05:30,42.08000183,572,21804.6372,24069.76105,23931.39915,Buy Hold,48001.1602,12,17,109.8753288,0.6,144.4185663,4.937664419,0.370337122,2.667433764
Buy Hold,2023-03-13 15:15:00+05:30,42.20999908,572,74.358427,24144.11947,6.056671143,Buy Hold,48075.51863,12,17,100.6178576,,,100.6178576,0.370337122,2.667433764
Sell,2023-03-13 15:15:00+05:30,42.20999908,0,0,0,47906.50979,Sell Hold,48075.51863,12,17,,0.7,169.0088363,,0.370337122,2.667433764
Short Sell,2023-03-13 15:15:00+05:30,42.20999908,2281,0,96281.00791,10.9353981,Sell Hold,96291.94331,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-03-14 09:15:00+05:30,39.5,2437,-19.50791168,96261.5,30.44330978,Sell Hold,96272.4354,12,17,-0.020261433,,,-0.020261431,0.370337122,2.667433764
Short Sell,2023-03-14 10:15:00+05:30,39.47999954,2438,-9.261116028,96252.23888,20.19651413,Sell Hold,96263.17428,12,17,-0.009620789,,,-0.009620793,0.370337122,2.667433764
Short Sell,2023-03-14 11:15:00+05:30,39.49000168,2437,-15.10479355,96237.13409,26.04019165,Sell Hold,96248.06949,12,17,-0.015692927,,,-0.015692923,0.370337122,2.667433764
Short Sell,2023-03-14 12:15:00+05:30,39.59000015,2431,6.156280518,96243.29037,4.779117584,Sell Hold,96254.22577,12,17,0.006396991,,,0.00639699,0.370337122,2.667433764
Short Sell,2023-03-14 13:15:00+05:30,39.54999924,2433,-18.14222717,96225.14814,29.07762527,Sell Hold,96236.08354,12,17,-0.018850381,,,-0.018850384,0.370337122,2.667433764
Short Sell,2023-03-14 14:15:00+05:30,39.54999924,2433,0,96225.14814,10.9353981,Sell Hold,96236.08354,12,17,0,,,0,0.370337122,2.667433764
Buy,2023-03-14 15:15:00+05:30,39.49000168,2436,0,96197.64409,38.43945313,Buy,96208.57949,12,17,,0.6,577.1858645,,0.370337122,2.667433764
Buy Hold,2023-03-14 15:15:00+05:30,39.49000168,2436,0,96197.64409,38.43945313,Buy Hold,96208.57949,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-03-15 09:15:00+05:30,39.56000137,2436,170.5192566,96368.16335,38.43945313,Buy Hold,96379.09874,12,17,0.177259286,,,0.177259289,0.370337122,2.667433764
Buy Hold,2023-03-15 10:15:00+05:30,39.61000061,2436,121.7981415,96489.96149,38.43945313,Buy Hold,96500.89688,12,17,0.12638836,,,0.126388359,0.370337122,2.667433764
Buy Hold,2023-03-15 13:15:00+05:30,39.63999939,2436,73.07702637,96563.03851,38.43945313,Buy Hold,96573.97391,12,17,0.075735367,,,0.07573536,0.370337122,2.667433764
Buy Hold,2023-03-15 14:15:00+05:30,39.59000015,2436,-121.7981415,96441.24037,38.43945313,Buy Hold,96452.17577,12,17,-0.126133294,,,-0.126133293,0.370337122,2.667433764
Buy Hold,2023-03-15 15:15:00+05:30,39.29000092,2436,-730.7981415,95710.44223,38.43945313,Buy Hold,95721.37763,12,17,-0.757765183,,,-0.757765181,0.370337122,2.667433764
Buy Hold,2023-03-16 09:15:00+05:30,39.40999985,2436,292.3173981,96002.75963,38.43945313,Buy Hold,96013.69503,12,17,0.305418501,,,0.305418503,0.370337122,2.667433764
Buy Hold,2023-03-16 10:15:00+05:30,39.68000031,1218,47672.51926,48330.24037,48368.67982,Buy Hold,96698.9202,12,17,0.685106467,,,-49.65744677,0.370337122,2.667433764
Buy Hold,2023-03-16 11:15:00+05:30,39.38999939,1218,-353.2211151,47977.01926,38.43945313,Buy Hold,96345.69908,12,17,98.53830185,,,-0.730849065,0.370337122,2.667433764
Buy Hold,2023-03-16 12:15:00+05:30,39.38999939,1218,0,47977.01926,38.43945313,Buy Hold,96345.69908,12,17,100,,,0,0.370337122,2.667433764
Buy Hold,2023-03-16 14:15:00+05:30,39.68000031,609,23811.89907,24165.12019,24058.56892,Buy Hold,48223.68911,12,17,101.4724596,0.6,144.9907211,0.736229794,0.370337122,2.667433764
Sell,2023-03-16 14:15:00+05:30,39.68000031,0,0,0,48054.53327,Sell Hold,48223.68911,12,17,,0.7,169.1558413,,0.370337122,2.667433764
Short Sell,2023-03-16 14:15:00+05:30,39.68000031,2418,0,95946.24074,18.73317337,Sell Hold,95964.97391,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-03-16 15:15:00+05:30,39.68000031,2418,0,95946.24074,18.73317337,Sell Hold,95964.97391,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-03-17 09:15:00+05:30,39.90999985,2404,-2.601104736,95943.63963,21.33427811,Sell Hold,95962.37281,12,17,-0.002711002,,,-0.002711008,0.370337122,2.667433764
Short Sell,2023-03-17 10:15:00+05:30,40,2399,16.36036682,95960,2.372806549,Sell Hold,95978.73317,12,17,0.01705206,,,0.017052063,0.370337122,2.667433764
Short Sell,2023-03-17 11:15:00+05:30,39.95000076,2402,-0.098167419,95959.90183,18.83134079,Sell Hold,95978.63501,12,17,-0.0001023,,,-0.000102303,0.370337122,2.667433764
Short Sell,2023-03-17 12:15:00+05:30,39.97000122,2401,8.071098328,95967.97293,10.66207504,Sell Hold,95986.7061,12,17,0.008410907,,,0.008410909,0.370337122,2.667433764
Short Sell,2023-03-17 14:15:00+05:30,39.99000168,2400,8.031097412,95976.00403,10.70207596,Sell Hold,95994.7372,12,17,0.008368518,,,0.008368521,0.370337122,2.667433764
Short Sell,2023-03-20 09:15:00+05:30,39.54999924,2427,11.84412003,95987.84815,6.889053345,Sell Hold,96006.58132,12,17,0.01234071,,,0.01234071,0.370337122,2.667433764
Short Sell,2023-03-20 10:15:00+05:30,39.65999985,2420,-10.64851761,95977.19963,29.38169098,Sell Hold,95995.9328,12,17,-0.01109361,,,-0.011093613,0.370337122,2.667433764
Short Sell,2023-03-20 11:15:00+05:30,39.5,2430,7.800369263,95985,10.93280411,Sell Hold,96003.73317,12,17,0.008127315,,,0.008127316,0.370337122,2.667433764
Short Sell,2023-03-20 12:15:00+05:30,39.54999924,2427,2.848148346,95987.84815,15.88502502,Sell Hold,96006.58132,12,17,0.002967285,,,0.002967287,0.370337122,2.667433764
Short Sell,2023-03-20 13:15:00+05:30,39.54999924,2427,0,95987.84815,18.73317337,Sell Hold,96006.58132,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-03-20 14:15:00+05:30,39.84000015,2409,-13.28778076,95974.56037,32.02095413,Sell Hold,95993.29354,12,17,-0.013843191,,,-0.01384319,0.370337122,2.667433764
Short Sell,2023-03-20 15:15:00+05:30,39.59000015,2424,-8.399997711,95966.16037,27.13317108,Sell Hold,95984.89354,12,17,-0.008752317,,,-0.008752319,0.370337122,2.667433764
Short Sell,2023-03-21 09:15:00+05:30,39.70999908,2417,12.9074173,95979.06779,5.825756073,Sell Hold,95997.80096,12,17,0.013449967,,,0.01344997,0.370337122,2.667433764
Buy,2023-03-21 10:15:00+05:30,39.75,2415,0,95996.25,1.550960541,Buy,96014.98317,12,17,,0.6,575.9775,,0.370337122,2.667433764
Buy Hold,2023-03-21 10:15:00+05:30,39.75,2415,0,95996.25,1.550960541,Buy Hold,96014.98317,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-03-21 11:15:00+05:30,40.09999847,1207,47595.55184,48400.69816,48442.34912,Buy Hold,96843.04728,12,17,0.880499306,,,-49.58063658,0.370337122,2.667433764
Buy Hold,2023-03-21 12:15:00+05:30,39.88999939,1207,-253.468895,48147.22926,1.550960541,Buy Hold,96589.57838,12,17,99.03503915,,,-0.52368852,0.370337122,2.667433764
Buy Hold,2023-03-21 14:15:00+05:30,39.74000168,1207,-181.0472374,47966.18203,1.550960541,Buy Hold,96408.53114,12,17,99.33048178,,,-0.376028346,0.370337122,2.667433764
Buy Hold,2023-03-21 15:15:00+05:30,39.74000168,1207,0,47966.18203,1.550960541,Buy Hold,96408.53114,12,17,100.08285,,,0,0.370337122,2.667433764
Buy Hold,2023-03-22 09:15:00+05:30,40.06000137,603,23810.0012,24156.18083,24052.8547,Buy Hold,48209.03553,12,17,101.6939836,0.6,144.937085,0.805233216,0.370337122,2.667433764
Buy Hold,2023-03-22 10:15:00+05:30,40.31999969,603,156.778987,24312.95981,1.550960541,Buy Hold,48365.81452,12,17,101.3814323,,,101.4649583,0.370337122,2.667433764
Sell,2023-03-22 10:15:00+05:30,40.31999969,0,0,0,48195.6238,Sell Hold,48365.81452,12,17,,0.7,170.1907187,,0.370337122,2.667433764
Short Sell,2023-03-22 10:15:00+05:30,40.31999969,2399,0,96727.67927,35.95722198,Sell Hold,96763.63649,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-03-22 11:15:00+05:30,40.22000122,2405,1.423667908,96729.10294,34.53355408,Sell Hold,96765.06016,12,17,0.001471831,,,0.001471833,0.370337122,2.667433764
Short Sell,2023-03-22 12:15:00+05:30,40.09999847,2413,32.19338226,96761.29632,3.763839722,Sell Hold,96797.25354,12,17,0.033282002,,,0.033282,0.370337122,2.667433764
Short Sell,2023-03-22 13:15:00+05:30,39.99000168,2420,14.50774384,96775.80406,21.44947815,Sell Hold,96811.76128,12,17,0.014993333,,,0.01499333,0.370337122,2.667433764
Short Sell,2023-03-22 14:15:00+05:30,40.20000076,2408,25.79777527,96801.60184,10.15944672,Sell Hold,96837.55906,12,17,0.026657257,,,0.026657262,0.370337122,2.667433764
Short Sell,2023-03-22 15:15:00+05:30,40.40000153,2396,-3.198181152,96798.40366,39.15540314,Sell Hold,96834.36088,12,17,-0.003303851,,,-0.00330385,0.370337122,2.667433764
Short Sell,2023-03-23 09:15:00+05:30,40.09999847,2414,2.992660522,96801.39632,32.96456146,Sell Hold,96837.35354,12,17,0.003091642,,,0.003091642,0.370337122,2.667433764
Short Sell,2023-03-23 10:15:00+05:30,40.25,2405,-0.146316528,96801.25,36.10353851,Sell Hold,96837.20722,12,17,-0.000151151,,,-0.000151155,0.370337122,2.667433764
Short Sell,2023-03-23 11:15:00+05:30,40.25,2405,0,96801.25,35.95722198,Sell Hold,96837.20722,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-03-23 12:15:00+05:30,40.06999969,2416,7.869262695,96809.11926,28.08795929,Sell Hold,96845.07648,12,17,0.008129299,,,0.008129296,0.370337122,2.667433764
Short Sell,2023-03-23 13:15:00+05:30,40.25,2406,32.3807373,96841.5,3.57648468,Sell Hold,96877.45722,12,17,0.033448024,,,0.033448027,0.370337122,2.667433764
Short Sell,2023-03-23 14:15:00+05:30,40.65999985,2382,10.61963654,96852.11964,25.33758545,Sell Hold,96888.07686,12,17,0.010965998,,,0.010966001,0.370337122,2.667433764
Short Sell,2023-03-23 15:15:00+05:30,40.70000076,2380,13.88217926,96866.00182,22.07504272,Sell Hold,96901.95904,12,17,0.014333377,,,0.014333378,0.370337122,2.667433764
Short Sell,2023-03-24 09:15:00+05:30,39.97999954,2423,5.537075043,96871.53889,30.42014694,Sell Hold,96907.49611,12,17,0.005716221,,,0.005716216,0.370337122,2.667433764
Short Sell,2023-03-24 10:15:00+05:30,39.90999985,2428,29.94073868,96901.47963,6.016483307,Sell Hold,96937.43685,12,17,0.030907673,,,0.030907675,0.370337122,2.667433764
Short Sell,2023-03-24 11:15:00+05:30,39.93999863,2427,32.89703751,96934.37667,3.060184479,Sell Hold,96970.33389,12,17,0.033948953,,,0.033948955,0.370337122,2.667433764
Short Sell,2023-03-24 12:15:00+05:30,39.79999924,2436,18.42147446,96952.79814,17.53574753,Sell Hold,96988.75536,12,17,0.019004068,,,0.019004063,0.370337122,2.667433764
Buy,2023-03-24 13:15:00+05:30,40.25,2409,0,96962.25,26.50536346,Buy,96998.20722,12,17,,0.6,581.7735,,0.370337122,2.667433764
Buy Hold,2023-03-24 13:15:00+05:30,40.25,2409,0,96962.25,26.50536346,Buy Hold,96998.20722,12,17,0,,,0,0.370337122,2.667433764
Buy Hold,2023-03-24 14:15:00+05:30,39.70000076,2409,-1324.948162,95637.30184,26.50536346,Buy Hold,95673.25906,12,17,-1.366457732,,,-1.36645773,0.370337122,2.667433764
Buy Hold,2023-03-24 15:15:00+05:30,39.70999908,2409,24.08595657,95661.38779,26.50536346,Buy Hold,95697.34502,12,17,0.025184689,,,0.025184682,0.370337122,2.667433764
Buy Hold,2023-03-27 09:15:00+05:30,39.74000168,2409,72.27624893,95733.66404,26.50536346,Buy Hold,95769.62127,12,17,0.075554255,,,0.075554256,0.370337122,2.667433764
Buy Hold,2023-03-27 10:15:00+05:30,39.5,2409,-578.1640434,95155.5,26.50536346,Buy Hold,95191.45722,12,17,-0.603929714,,,-0.60392971,0.370337122,2.667433764
Buy Hold,2023-03-27 11:15:00+05:30,39.54999924,2409,120.4481621,95275.94816,26.50536346,Buy Hold,95311.90538,12,17,0.126580347,,,0.126580345,0.370337122,2.667433764
Buy Hold,2023-03-27 12:15:00+05:30,39.65999985,2409,264.9914703,95540.93963,26.50536346,Buy Hold,95576.89685,12,17,0.278130499,,,0.278130499,0.370337122,2.667433764
Buy Hold,2023-03-27 13:15:00+05:30,39.56999969,2409,-216.8103676,95324.12926,26.50536346,Buy Hold,95360.08649,12,17,-0.226929281,,,-0.226929284,0.370337122,2.667433764
Buy Hold,2023-03-27 14:15:00+05:30,39.59999847,2409,72.26705933,95396.39632,26.50536346,Buy Hold,95432.35355,12,17,0.075811927,,,0.075811928,0.370337122,2.667433764
Buy Hold,2023-03-27 15:15:00+05:30,39.43000031,2409,-409.525589,94986.87074,26.50536346,Buy Hold,95022.82796,12,17,-0.429288322,,,-0.429288313,0.370337122,2.667433764
Buy Hold,2023-03-28 09:15:00+05:30,39.20000076,2409,-554.0688972,94432.80184,26.50536346,Buy Hold,94468.75906,12,17,-0.583311033,,,-0.583311036,0.370337122,2.667433764
Buy Hold,2023-03-28 10:15:00+05:30,39.09999847,2409,-240.9055138,94191.89632,26.50536346,Buy Hold,94227.85355,12,17,-0.255107875,,,-0.255107881,0.370337122,2.667433764
Buy Hold,2023-03-28 13:15:00+05:30,39.00999832,2409,-216.8103676,93975.08596,26.50536346,Buy Hold,94011.04318,12,17,-0.230179427,,,-0.230179419,0.370337122,2.667433764
Buy Hold,2023-03-28 14:15:00+05:30,39,2409,-24.08595657,93951,26.50536346,Buy Hold,93986.95722,12,17,-0.025630151,,,-0.025630155,0.370337122,2.667433764
Buy Hold,2023-03-28 15:15:00+05:30,38.86000061,2409,-337.2585297,93613.74147,26.50536346,Buy Hold,93649.69869,12,17,-0.358972794,,,-0.358972794,0.370337122,2.667433764
Buy Hold,2023-03-29 09:15:00+05:30,39.16999817,1204,46453.06367,47160.6778,47226.35316,Buy Hold,94387.03095,12,17,0.797729166,,,-49.62205649,0.370337122,2.667433764
Buy Hold,2023-03-29 10:15:00+05:30,39.68999863,602,23267.29862,23893.37918,70976.37206,Buy Hold,94869.75124,12,17,102.7392547,0.6,143.3602751,1.32754782,0.370337122,2.667433764
Buy Hold,2023-03-29 11:15:00+05:30,39,602,-415.3791753,23478,26.50536346,Buy Hold,94454.37206,12,17,96.60467303,,,96.52306045,0.370337122,2.667433764
Buy Hold,2023-03-29 12:15:00+05:30,39.40000153,602,240.8009211,23718.80092,26.50536346,Buy Hold,94695.17298,12,17,102.1351982,,,102.0512899,0.370337122,2.667433764
Buy Hold,2023-03-29 13:15:00+05:30,39.47000122,602,42.13981338,23760.94073,26.50536346,Buy Hold,94737.31279,12,17,100.4385324,,,100.3553284,0.370337122,2.667433764
Buy Hold,2023-03-29 14:15:00+05:30,39.59999847,602,78.2583445,23839.19908,26.50536346,Buy Hold,94815.57114,12,17,100.7420442,,,100.6587142,0.370337122,2.667433764
Buy Hold,2023-03-29 15:15:00+05:30,39.63999939,602,24.08055384,23863.27963,26.50536346,Buy Hold,94839.65169,12,17,100.2851652,,,100.2020249,0.370337122,2.667433764
Buy Hold,2023-03-31 09:15:00+05:30,39.88999939,602,150.5,24013.77963,26.50536346,Buy Hold,94990.15169,12,17,101.3449325,,,101.2613522,0.370337122,2.667433764
Buy Hold,2023-03-31 10:15:00+05:30,39.84000015,602,-30.09954248,23983.68009,26.50536346,Buy Hold,94960.05215,12,17,99.8322668,,,99.74931441,0.370337122,2.667433764
Sell,2023-03-31 10:15:00+05:30,39.84000015,0,0,0,94792.16639,Sell Hold,94960.05215,12,17,,0.7,167.8857606,,0.370337122,2.667433764
Short Sell,2023-03-31 10:15:00+05:30,39.84000015,2412,0,96094.08037,36.88538361,Sell Hold,96130.96575,12,17,0,,,0,0.370337122,2.667433764
Short Sell,2023-03-31 13:15:00+05:30,39.90000153,2409,25.0233078,96119.10368,11.86207581,Sell Hold,96155.98906,12,17,0.026040426,,,0.026040428,0.370337122,2.667433764
Short Sell,2023-03-31 14:15:00+05:30,39.81000137,2415,22.04964066,96141.15332,14.83574295,Sell Hold,96178.0387,12,17,0.022939915,,,0.022939914,0.370337122,2.667433764
Short Sell,2023-04-03 09:15:00+05:30,39.86999893,2412,25.28410721,96166.43742,11.6012764,Sell Hold,96203.32281,12,17,0.026298943,,,0.026298936,0.370337122,2.667433764
Short Sell,2023-04-03 10:15:00+05:30,39.95999908,2407,17.28037262,96183.7178,19.60501099,Sell Hold,96220.60318,12,17,0.017969234,,,0.017969242,0.370337122,2.667433764
Short Sell,2023-04-03 11:15:00+05:30,39.79999924,2417,12.88035965,96196.59816,24.00502396,Sell Hold,96233.48354,12,17,0.013391414,,,0.013391414,0.370337122,2.667433764
Short Sell,2023-04-03 12:15:00+05:30,39.86000061,2414,25.44331741,96222.04147,11.44206619,Sell Hold,96258.92686,12,17,0.02644929,,,0.026449282,0.370337122,2.667433764
Short Sell,2023-04-03 13:15:00+05:30,39.79999924,2418,14.35668182,96236.39816,22.52870178,Sell Hold,96273.28354,12,17,0.014920367,,,0.014920376,0.370337122,2.667433764
Short Sell,2023-04-03 14:15:00+05:30,39.90000153,2412,2.405525208,96238.80368,34.4798584,Sell Hold,96275.68906,12,17,0.0024996,,,0.002499595,0.370337122,2.667433764
Short Sell,2023-04-05 09:15:00+05:30,40.13000107,2399,33.06888199,96271.87256,3.816501617,Sell Hold,96308.75795,12,17,0.034361277,,,0.034361275,0.370337122,2.667433764
Short Sell,2023-04-05 10:15:00+05:30,40.06999969,2403,16.33670425,96288.20927,20.54867935,Sell Hold,96325.09465,12,17,0.016969343,,,0.016969349,0.370337122,2.667433764
Short Sell,2023-04-05 14:15:00+05:30,40.15999985,2398,15.47036743,96303.67963,21.41501617,Sell Hold,96340.56502,12,17,0.016066731,,,0.016066723,0.370337122,2.667433764
Short Sell,2023-04-06 09:15:00+05:30,40.38999939,2385,26.46891022,96330.14854,10.41647339,Sell Hold,96367.03393,12,17,0.027484838,,,0.027484838,0.370337122,2.667433764
Short Sell,2023-04-06 10:15:00+05:30,40.18999863,2397,5.27816391,96335.42671,31.6072197,Sell Hold,96372.31209,12,17,0.005479244,,,0.00547925,0.370337122,2.667433764
Short Sell,2023-04-06 11:15:00+05:30,40.31000137,2390,5.476573944,96340.90328,31.40880966,Sell Hold,96377.78867,12,17,0.005684901,,,0.005684897,0.370337122,2.667433764
Short Sell,2023-04-06 13:15:00+05:30,40.20000076,2397,18.4985466,96359.40183,18.38683701,Sell Hold,96396.28721,12,17,0.019201135,,,0.019201138,0.370337122,2.667433764
Short Sell,2023-04-06 14:15:00+05:30,40.06000137,2406,24.96147537,96384.3633,11.92390823,Sell Hold,96421.24869,12,17,0.025904556,,,0.025904551,0.370337122,2.667433764
Short Sell,2023-04-06 15:15:00+05:30,40.36999893,2388,19.1941452,96403.55745,17.6912384,Sell Hold,96440.44283,12,17,0.019914169,,,0.019914174,0.370337122,2.667433764
Short Sell,2023-04-10 09:15:00+05:30,40.50999832,2380,10.23855591,96413.79601,26.6468277,Sell Hold,96450.68139,12,17,0.010620517,,,0.010620521,0.370337122,2.667433764
Short Sell,2023-04-10 10:15:00+05:30,40.56000137,2377,-2.672740936,96411.12326,39.55812454,Sell Hold,96448.00865,12,17,-0.002772156,,,-0.002772166,0.370337122,2.667433764
Short Sell,2023-04-10 11:15:00+05:30,40.54999924,2378,16.77492142,96427.89819,20.11046219,Sell Hold,96464.78357,12,17,0.017399363,,,0.017399372,0.370337122,2.667433764
Short Sell,2023-04-10 12:15:00+05:30,40.59000015,2376,13.94217682,96441.84036,22.94320679,Sell Hold,96478.72575,12,17,0.014458655,,,0.014458648,0.370337122,2.667433764
