Signal,Date,Close Price,Profit/Loss,Investment,Shares Bought,Percentage Change,Hold Status,Remaining Cash,Total Cash,SMA1,SMA2
Hold,2023-02-28,3312.85009765625,0.0,0.0,0,-0.5702537462104109,No Hold,100000.0,100000.0,45,42
Hold,2023-03-01,3385.699951171875,0.0,0.0,0,2.1990084479573726,No Hold,100000.0,100000.0,45,42
Hold,2023-03-02,3321.449951171875,0.0,0.0,0,-1.8976873593822594,No Hold,100000.0,100000.0,45,42
Hold,2023-03-03,3342.14990234375,0.0,0.0,0,0.6232203247431634,No Hold,100000.0,100000.0,45,42
Hold,2023-03-06,3371.85009765625,0.0,0.0,0,0.888655391898255,No Hold,100000.0,100000.0,45,42
Hold,2023-03-08,3390.39990234375,0.0,0.0,0,0.550137288143202,No Hold,100000.0,100000.0,45,42
Hold,2023-03-09,3336.85009765625,0.0,0.0,0,-1.579453935521929,No Hold,100000.0,100000.0,45,42
Hold,2023-03-10,3331.0,0.0,0.0,0,-0.17531796409910697,No Hold,100000.0,100000.0,45,42
Hold,2023-03-13,3281.949951171875,0.0,0.0,0,-1.472532237409937,No Hold,100000.0,100000.0,45,42
Hold,2023-03-14,3214.949951171875,0.0,0.0,0,-2.041469278837617,No Hold,100000.0,100000.0,45,42
Hold,2023-03-15,3198.89990234375,0.0,0.0,0,-0.4992316854660406,No Hold,100000.0,100000.0,45,42
Hold,2023-03-16,3185.0,0.0,0.0,0,-0.43452132820929806,No Hold,100000.0,100000.0,45,42
Hold,2023-03-17,3179.300048828125,0.0,0.0,0,-0.17896236018445838,No Hold,100000.0,100000.0,45,42
Hold,2023-03-20,3143.300048828125,0.0,0.0,0,-1.1323247081781234,No Hold,100000.0,100000.0,45,42
Hold,2023-03-21,3106.10009765625,0.0,0.0,0,-1.1834680302233243,No Hold,100000.0,100000.0,45,42
Hold,2023-03-22,3130.800048828125,0.0,0.0,0,0.7952078296031954,No Hold,100000.0,100000.0,45,42
Hold,2023-03-23,3124.64990234375,0.0,0.0,0,-0.19644009162057577,No Hold,100000.0,100000.0,45,42
Buy,2023-03-24,3120.5,0.0,99856.0,32,-0.1328117540668228,,144.0,100000.0,45,42
Hold,2023-03-27,3122.300048828125,0.0,99913.6015625,32,0.05768462836484538,Loss Hold,144.0,100057.6015625,45,42
Hold,2023-03-28,3115.89990234375,0.0,99708.796875,32,-0.20498178856247756,Loss Hold,144.0,99852.796875,45,42
Hold,2023-03-29,3138.89990234375,0.0,100444.796875,32,0.7381495144532602,Profit Hold,144.0,100588.796875,45,42
Hold,2023-03-31,3205.89990234375,0.0,102588.796875,32,2.1345057849717515,Profit Hold,144.0,102732.796875,45,42
Hold,2023-04-03,3200.0,0.0,102400.0,32,-0.18403264367164848,Profit Hold,144.0,102544.0,45,42
Hold,2023-04-05,3239.800048828125,0.0,103673.6015625,32,1.2437515258789062,Profit Hold,144.0,103817.6015625,45,42
Hold,2023-04-06,3220.699951171875,0.0,103062.3984375,32,-0.5895455697384392,Profit Hold,144.0,103206.3984375,45,42
Hold,2023-04-10,3263.39990234375,0.0,104428.796875,32,1.325797243432699,Profit Hold,144.0,104572.796875,45,42
Hold,2023-04-11,3213.800048828125,0.0,102841.6015625,32,-1.519882790950712,Profit Hold,144.0,102985.6015625,45,42
Hold,2023-04-12,3241.64990234375,0.0,103732.796875,32,0.8665708224685641,Profit Hold,144.0,103876.796875,45,42
Hold,2023-04-13,3188.85009765625,0.0,102043.203125,32,-1.6287941720456962,Profit Hold,144.0,102187.203125,45,42
Hold,2023-04-17,3139.5,0.0,100464.0,32,-1.5475828635695819,Profit Hold,144.0,100608.0,45,42
Hold,2023-04-18,3130.75,0.0,100184.0,32,-0.2787068004459309,Profit Hold,144.0,100328.0,45,42
Hold,2023-04-19,3089.60009765625,0.0,98867.203125,32,-1.3143784187095744,Loss Hold,144.0,99011.203125,45,42
Hold,2023-04-20,3104.800048828125,0.0,99353.6015625,32,0.4919714749946306,Loss Hold,144.0,99497.6015625,45,42
Hold,2023-04-21,3160.85009765625,0.0,101147.203125,32,1.8052708047747075,Profit Hold,144.0,101291.203125,45,42
Hold,2023-04-24,3174.800048828125,0.0,101593.6015625,32,0.4413354237272688,Profit Hold,144.0,101737.6015625,45,42
Hold,2023-04-25,3176.0,0.0,101632.0,32,0.03779611797341137,Profit Hold,144.0,101776.0,45,42
Hold,2023-04-26,3198.14990234375,0.0,102340.796875,32,0.6974150612011965,Profit Hold,144.0,102484.796875,45,42
Hold,2023-04-27,3187.949951171875,0.0,102014.3984375,32,-0.31893286691783934,Profit Hold,144.0,102158.3984375,45,42
Hold,2023-04-28,3219.25,0.0,103016.0,32,0.9818237208090188,Profit Hold,144.0,103160.0,45,42
Hold,2023-05-02,3219.39990234375,0.0,103020.796875,32,0.004656436864176439,Profit Hold,144.0,103164.796875,45,42
Hold,2023-05-03,3179.89990234375,0.0,101756.796875,32,-1.2269367334963164,Profit Hold,144.0,101900.796875,45,42
Hold,2023-05-04,3220.699951171875,0.0,103062.3984375,32,1.2830607906259333,Profit Hold,144.0,103206.3984375,45,42
Hold,2023-05-05,3230.699951171875,0.0,103382.3984375,32,0.31049151276452897,Profit Hold,144.0,103526.3984375,45,42
Hold,2023-05-08,3250.60009765625,0.0,104019.203125,32,0.6159701236617966,Profit Hold,144.0,104163.203125,45,42
Hold,2023-05-09,3283.25,0.0,105064.0,32,1.0044269169650015,Profit Hold,144.0,105208.0,45,42
Hold,2023-05-10,3286.800048828125,0.0,105177.6015625,32,0.10812605887839793,Profit Hold,144.0,105321.6015625,45,42
Hold,2023-05-11,3282.14990234375,0.0,105028.796875,32,-0.1414794455182317,Profit Hold,144.0,105172.796875,45,42
Hold,2023-05-12,3274.300048828125,0.0,104777.6015625,32,-0.239168037694424,Profit Hold,144.0,104921.6015625,45,42
Hold,2023-05-15,3255.050048828125,0.0,104161.6015625,32,-0.5879119113378015,Profit Hold,144.0,104305.6015625,45,42
Hold,2023-05-16,3258.14990234375,0.0,104260.796875,32,0.09523213066235346,Profit Hold,144.0,104404.796875,45,42
Hold,2023-05-17,3208.699951171875,0.0,102678.3984375,32,-1.5177310023796995,Profit Hold,144.0,102822.3984375,45,42
Hold,2023-05-18,3199.85009765625,0.0,102395.203125,32,-0.2758080733722975,Profit Hold,144.0,102539.203125,45,42
Hold,2023-05-19,3222.85009765625,0.0,103131.203125,32,0.7187836710490436,Profit Hold,144.0,103275.203125,45,42
Hold,2023-05-22,3298.699951171875,0.0,105558.3984375,32,2.3535023726603113,Profit Hold,144.0,105702.3984375,45,42
Sell,2023-05-23,3297.050048828125,5649.6015625,0.0,0,-0.05001674502598717,Profit Hold,105649.6015625,105649.6015625,45,42
Hold,2023-05-24,3303.35009765625,0.0,0.0,0,0.1910813828975461,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-05-25,3293.5,0.0,0.0,0,-0.2981850958891313,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-05-26,3328.89990234375,0.0,0.0,0,1.0748414253453773,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-05-29,3320.35009765625,0.0,0.0,0,-0.2568357396832633,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-05-30,3316.199951171875,0.0,0.0,0,-0.12499123171693498,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-05-31,3289.5,0.0,0.0,0,-0.8051369508777599,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-06-01,3324.0,0.0,0.0,0,1.0487916096671226,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-06-02,3305.60009765625,0.0,0.0,0,-0.55354700191787,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-06-05,3288.89990234375,0.0,0.0,0,-0.5052091849930922,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-06-06,3232.300048828125,0.0,0.0,0,-1.7209357291564444,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-06-07,3274.89990234375,0.0,0.0,0,1.3179424209416957,No Hold,105649.6015625,105649.6015625,45,42
Hold,2023-06-08,3236.449951171875,0.0,0.0,0,-1.1740801953781088,No Hold,105649.6015625,105649.6015625,45,42
Buy,2023-06-09,3209.300048828125,5649.6015625,105906.90161132812,33,-0.8388791037512996,,-257.300048828125,105649.6015625,45,42
Sell,2023-06-12,3246.89990234375,1240.795166015625,0.0,0,1.1715904696837112,Profit Hold,106890.39672851562,106890.39672851562,45,42
Buy,2023-06-13,3243.699951171875,1240.795166015625,107042.09838867188,33,-0.09855404441526329,,-151.70166015625,106890.39672851562,45,42
Sell,2023-06-14,3251.050048828125,242.55322265625,0.0,0,0.22659610219479695,Profit Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-15,3216.300048828125,0.0,0.0,0,-1.0688854209588685,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-16,3174.89990234375,0.0,0.0,0,-1.2871978937244786,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-19,3210.39990234375,0.0,0.0,0,1.1181454877929684,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-20,3227.699951171875,0.0,0.0,0,0.5388751979307971,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-21,3258.199951171875,0.0,0.0,0,0.9449453313938436,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-22,3238.5,0.0,0.0,0,-0.604626832824963,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-23,3216.35009765625,0.0,0.0,0,-0.6839556073413617,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-26,3189.64990234375,0.0,0.0,0,-0.8301395837460729,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-27,3197.35009765625,0.0,0.0,0,0.24141192758621904,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-28,3215.449951171875,0.0,0.0,0,0.566089197704459,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-06-30,3302.25,0.0,0.0,0,2.6994681971800123,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-07-03,3272.300048828125,0.0,0.0,0,-0.9069558989136195,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-07-04,3308.85009765625,0.0,0.0,0,1.1169528552619827,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-07-05,3319.949951171875,0.0,0.0,0,0.3354595460062495,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-07-06,3322.89990234375,0.0,0.0,0,0.08885529044899389,No Hold,107132.94995117188,107132.94995117188,45,42
Hold,2023-07-07,3329.25,0.0,0.0,0,0.19110108167179723,No Hold,107132.94995117188,107132.94995117188,45,42
Buy,2023-07-10,3271.949951171875,242.55322265625,107974.34838867188,33,-1.7211098243786138,,-841.3984375,107132.94995117188,45,42
Hold,2023-07-11,3272.39990234375,0.0,107989.19677734375,33,0.013751774281078058,Profit Hold,-841.3984375,107147.79833984375,45,42
Hold,2023-07-12,3259.89990234375,0.0,107576.69677734375,33,-0.3819826541079922,Profit Hold,-841.3984375,106735.29833984375,45,42
Hold,2023-07-13,3340.550048828125,0.0,110238.15161132812,33,2.474006837645244,Profit Hold,-841.3984375,109396.75317382812,45,42
Sell,2023-07-14,3514.64990234375,8009.098388671875,0.0,0,5.211712172272341,Profit Hold,115142.04833984375,115142.04833984375,45,42
Hold,2023-07-17,3491.699951171875,0.0,0.0,0,-0.6529797222924192,No Hold,115142.04833984375,115142.04833984375,45,42
Hold,2023-07-18,3496.85009765625,0.0,0.0,0,0.1474968226478487,No Hold,115142.04833984375,115142.04833984375,45,42
Hold,2023-07-19,3470.050048828125,0.0,0.0,0,-0.7664054243013627,No Hold,115142.04833984375,115142.04833984375,45,42
Hold,2023-07-20,3463.300048828125,0.0,0.0,0,-0.19452169003382389,No Hold,115142.04833984375,115142.04833984375,45,42
Hold,2023-07-21,3368.300048828125,0.0,0.0,0,-2.7430484988485215,No Hold,115142.04833984375,115142.04833984375,45,42
Buy,2023-07-24,3394.75,8009.098388671875,115421.5,34,0.7852611343540277,,-279.45166015625,115142.04833984375,45,42
Sell,2023-07-25,3399.14990234375,149.5966796875,0.0,0,0.12960902404448044,Profit Hold,115291.64501953125,115291.64501953125,45,42
Buy,2023-07-26,3388.300048828125,149.5966796875,115202.20166015625,34,-0.319193146149392,,89.443359375,115291.64501953125,45,42
Hold,2023-07-27,3396.89990234375,0.0,115494.5966796875,34,0.253810270392061,Profit Hold,89.443359375,115584.0400390625,45,42
Hold,2023-07-28,3355.39990234375,0.0,114083.5966796875,34,-1.221702175308915,Profit Hold,89.443359375,114173.0400390625,45,42
Hold,2023-07-31,3421.449951171875,0.0,116329.29833984375,34,1.968470249462336,Profit Hold,89.443359375,116418.74169921875,45,42
Sell,2023-08-01,3452.050048828125,2167.5,0.0,0,0.8943605223793851,Profit Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-02,3440.64990234375,0.0,0.0,0,-0.3302427926340475,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-03,3399.949951171875,0.0,0.0,0,-1.1829146331962006,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-04,3443.550048828125,0.0,0.0,0,1.2823746902869018,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-07,3484.050048828125,0.0,0.0,0,1.1761118446291368,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-08,3470.60009765625,0.0,0.0,0,-0.38604356950609675,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-09,3462.5,0.0,0.0,0,-0.2333918466065889,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-10,3442.10009765625,0.0,0.0,0,-0.5891668546931408,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-11,3448.800048828125,0.0,0.0,0,0.19464719159204708,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-14,3449.85009765625,0.0,0.0,0,0.030446787672767466,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-16,3458.39990234375,0.0,0.0,0,0.2478311939787918,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-17,3435.75,0.0,0.0,0,-0.6549243286873855,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-18,3367.10009765625,0.0,0.0,0,-1.9981052854180308,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-21,3401.64990234375,0.0,0.0,0,1.0260997203958744,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-22,3382.14990234375,0.0,0.0,0,-0.5732512327786708,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-23,3398.25,0.0,0.0,0,0.47603146286014736,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-24,3387.75,0.0,0.0,0,-0.30898256455528583,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-25,3381.300048828125,0.0,0.0,0,-0.19039041168548446,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-28,3375.550048828125,0.0,0.0,0,-0.1700529357633555,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-29,3376.14990234375,0.0,0.0,0,0.01777054130283888,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-30,3390.949951171875,0.0,0.0,0,0.4383706072366837,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-08-31,3356.800048828125,0.0,0.0,0,-1.0070895423256887,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-09-01,3379.199951171875,0.0,0.0,0,0.6672992736511045,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-09-04,3418.5,0.0,0.0,0,1.162998620856872,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-09-05,3429.35009765625,0.0,0.0,0,0.317393525120667,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-09-06,3429.89990234375,0.0,0.0,0,0.016032328920740923,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-09-07,3455.25,0.0,0.0,0,0.7390914714137151,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-09-08,3441.89990234375,0.0,0.0,0,-0.38637139588307645,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-09-11,3480.64990234375,0.0,0.0,0,1.1258316946873823,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-09-12,3580.800048828125,0.0,0.0,0,2.877340419010178,No Hold,117459.14501953125,117459.14501953125,45,42
Hold,2023-09-13,3567.85009765625,0.0,0.0,0,-0.36164965916242886,No Hold,117459.14501953125,117459.14501953125,45,42
Buy,2023-09-14,3560.050048828125,2167.5,117481.65161132812,33,-0.21862041886930497,,-22.506591796875,117459.14501953125,45,42
Hold,2023-09-15,3598.300048828125,0.0,118743.90161132812,33,1.074423097298615,Profit Hold,-22.506591796875,118721.39501953125,45,42
Hold,2023-09-18,3606.14990234375,0.0,119002.94677734375,33,0.21815450098947414,Profit Hold,-22.506591796875,118980.44018554688,45,42
Hold,2023-09-20,3606.050048828125,0.0,118999.65161132812,33,-0.002768978504196458,Profit Hold,-22.506591796875,118977.14501953125,45,42
Sell,2023-09-21,3585.300048828125,833.25,0.0,0,-0.5754218526928994,Profit Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-09-22,3603.64990234375,0.0,0.0,0,0.511808029055274,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-09-25,3577.14990234375,0.0,0.0,0,-0.735365552096636,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-09-26,3585.699951171875,0.0,0.0,0,0.23901846614040428,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-09-27,3589.300048828125,0.0,0.0,0,0.10040153122888656,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-09-28,3536.75,0.0,0.0,0,-1.4640751152939173,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-09-29,3528.60009765625,0.0,0.0,0,-0.23043478741075846,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-03,3513.85009765625,0.0,0.0,0,-0.4180127980441075,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-04,3537.75,0.0,0.0,0,0.6801628322076493,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-05,3589.35009765625,0.0,0.0,0,1.458556926188962,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-06,3621.39990234375,0.0,0.0,0,0.8929138650595179,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-09,3638.35009765625,0.0,0.0,0,0.4680564358973426,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-10,3628.89990234375,0.0,0.0,0,-0.2597384819725738,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-11,3609.89990234375,0.0,0.0,0,-0.523574651032086,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-12,3542.550048828125,0.0,0.0,0,-1.865698643663158,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-13,3570.85009765625,0.0,0.0,0,0.7988609458739094,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-16,3524.050048828125,0.0,0.0,0,-1.3106136507618316,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-17,3507.050048828125,0.0,0.0,0,-0.4823995052412243,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-18,3487.25,0.0,0.0,0,-0.5645784506195215,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-19,3455.64990234375,0.0,0.0,0,-0.9061609479174134,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-20,3494.550048828125,0.0,0.0,0,1.1256969769417753,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-23,3410.14990234375,0.0,0.0,0,-2.4151935243473774,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-25,3390.10009765625,0.0,0.0,0,-0.5879449661060365,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-26,3336.75,0.0,0.0,0,-1.5737027261564829,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-27,3350.949951171875,0.0,0.0,0,0.42556233376414176,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-30,3378.550048828125,0.0,0.0,0,0.8236499517576457,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-10-31,3368.75,0.0,0.0,0,-0.29006670573147847,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-11-01,3330.64990234375,0.0,0.0,0,-1.1309862012987013,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-11-02,3360.10009765625,0.0,0.0,0,0.8842176805126275,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-11-03,3350.89990234375,0.0,0.0,0,-0.27380717970031176,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-11-06,3380.25,0.0,0.0,0,0.8758870306964823,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-11-07,3370.449951171875,0.0,0.0,0,-0.28992082917313805,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-11-08,3381.550048828125,0.0,0.0,0,0.32933578059483115,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-11-09,3347.449951171875,0.0,0.0,0,-1.0084161749451963,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-11-10,3333.449951171875,0.0,0.0,0,-0.41822880712821053,No Hold,118292.39501953125,118292.39501953125,45,42
Hold,2023-11-13,3331.550048828125,0.0,0.0,0,-0.05699507631971762,No Hold,118292.39501953125,118292.39501953125,45,42
Buy,2023-11-15,3404.300048828125,833.25,119150.50170898438,35,2.1836682305159982,,-858.106689453125,118292.39501953125,45,42
Hold,2023-11-16,3497.85009765625,0.0,122424.75341796875,35,2.747996577455859,Profit Hold,-858.106689453125,121566.64672851562,45,42
Hold,2023-11-17,3502.449951171875,0.0,122585.74829101562,35,0.13150516423522987,Profit Hold,-858.106689453125,121727.6416015625,45,42
Hold,2023-11-20,3519.60009765625,0.0,123186.00341796875,35,0.48966142909870214,Profit Hold,-858.106689453125,122327.89672851562,45,42
Hold,2023-11-21,3510.199951171875,0.0,122856.99829101562,35,-0.26707995861901146,Profit Hold,-858.106689453125,121998.8916015625,45,42
Hold,2023-11-22,3530.14990234375,0.0,123555.24658203125,35,0.5683423009909945,Profit Hold,-858.106689453125,122697.13989257812,45,42
Hold,2023-11-23,3508.25,0.0,122788.75,35,-0.6203674900380332,Profit Hold,-858.106689453125,121930.64331054688,45,42
Hold,2023-11-24,3457.10009765625,0.0,120998.50341796875,35,-1.4579890926744103,Profit Hold,-858.106689453125,120140.39672851562,45,42
Hold,2023-11-28,3470.14990234375,0.0,121455.24658203125,35,0.3774783581287435,Profit Hold,-858.106689453125,120597.13989257812,45,42
Hold,2023-11-29,3513.75,0.0,122981.25,35,1.2564326868646902,Profit Hold,-858.106689453125,122123.14331054688,45,42
